"9310る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/10/01,"6,967,000","320,050,900",45.71,46.30,45.65,46.30,+0.70,573
 93/10/04,"21,132,000","996,139,430",47.05,47.35,46.92,47.26,+0.96,"1,441"
 93/10/05,"9,362,000","443,730,140",47.31,47.55,47.27,47.49,+0.23,650
 93/10/06,"10,442,000","496,934,950",47.42,47.76,47.13,47.30,-0.19,776
 93/10/07,"8,950,000","425,334,290",47.43,47.73,47.39,47.50,+0.20,580
 93/10/08,"5,198,000","246,554,850",47.40,47.55,47.27,47.50,0.00,487
 93/10/11,"4,890,000","230,147,560",47.03,47.20,46.90,47.15,-0.35,451
 93/10/12,"3,444,000","160,567,900",46.90,46.99,46.28,46.28,-0.87,618
 93/10/13,"4,133,000","191,194,670",46.28,46.34,46.15,46.15,-0.13,422
 93/10/14,"8,848,000","401,602,500",45.54,45.75,45.03,45.16,-0.99,"1,256"
 93/10/15,"8,455,000","382,359,270",45.50,45.50,44.94,45.08,-0.08,694
 93/10/18,"1,397,000","62,949,670",45.20,45.23,44.95,45.04,-0.04,363
 93/10/19,"3,078,000","139,098,260",45.13,45.38,45.07,45.37,+0.33,432
 93/10/20,"5,549,000","249,956,770",45.10,45.18,44.90,45.10,-0.27,779
 93/10/21,"4,170,000","188,619,550",45.05,45.35,44.90,45.17,+0.07,516
 93/10/22,"2,345,000","106,059,230",45.19,45.32,45.15,45.20,+0.03,315
 93/10/26,"5,597,000","248,599,170",44.58,44.58,44.20,44.22,-0.98,932
 93/10/27,"6,037,000","265,808,920",44.22,44.25,43.81,44.15,-0.07,801
 93/10/28,"4,275,000","190,377,440",44.50,44.85,44.39,44.85,+0.70,517
 93/10/29,"1,279,000","57,079,550",44.60,44.79,44.51,44.72,-0.13,328
