"9901る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 99/01/04,"20,083,125","1,132,155,005",56.45,56.65,56.05,56.50,+0.05,"1,624"
 99/01/05,"16,453,854","932,015,376",56.80,56.90,56.15,56.50,0.00,"1,866"
 99/01/06,"19,012,172","1,087,143,829",56.50,57.75,56.50,57.55,+1.05,"2,958"
 99/01/07,"14,110,575","814,344,344",57.60,58.15,57.30,57.40,-0.15,"1,846"
 99/01/08,"11,342,752","651,830,965",57.30,57.75,57.05,57.75,+0.35,"1,493"
 99/01/11,"11,581,081","670,025,579",57.10,58.05,57.10,57.90,+0.15,"1,636"
 99/01/12,"7,306,217","420,473,484",57.55,57.85,57.25,57.60,-0.30,"1,329"
 99/01/13,"16,686,518","948,986,977",57.05,57.15,56.70,56.75,-0.85,"2,021"
 99/01/14,"9,978,365","570,406,499",56.80,57.60,56.80,57.45,+0.70,"1,208"
 99/01/15,"8,425,543","485,743,844",57.35,57.95,57.35,57.80,+0.35,"1,020"
 99/01/18,"5,019,674","288,586,818",57.45,57.70,57.30,57.50,-0.30,767
 99/01/19,"6,724,054","382,797,005",57.50,57.70,56.50,56.75,-0.75,"1,461"
 99/01/20,"23,397,890","1,318,003,114",56.80,56.95,56.10,56.40,-0.35,"1,627"
 99/01/21,"13,862,156","776,395,581",56.15,56.40,55.75,55.95,-0.45,"1,880"
 99/01/22,"29,477,562","1,612,081,382",55.20,55.20,54.35,54.40,-1.55,"3,929"
 99/01/25,"12,845,252","695,785,374",53.95,54.45,53.80,54.20,-0.20,"2,147"
 99/01/26,"26,395,774","1,416,284,559",54.15,54.55,52.75,52.95,-1.25,"4,558"
 99/01/27,"14,855,839","787,198,926",52.95,53.30,52.70,52.90,-0.05,"2,182"
 99/01/28,"12,622,891","676,089,714",53.10,54.20,53.10,54.05,+1.15,"1,822"
 99/01/29,"13,799,786","727,944,433",52.95,53.25,52.20,53.00,-1.05,"2,804"
