"9710る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 97/10/01,"13,935,596","633,309,112",45.40,45.72,45.12,45.60,+1.00,"3,356"
 97/10/02,"11,957,819","536,957,252",45.07,45.72,44.20,44.55,-1.05,"3,418"
 97/10/03,"14,620,282","643,516,237",44.33,44.78,43.44,44.73,+0.18,"3,596"
 97/10/06,"19,242,086","827,117,638",44.00,44.00,42.68,42.70,-2.03,"5,554"
 97/10/07,"15,234,059","643,206,177",41.60,42.95,41.51,42.95,+0.25,"3,534"
 97/10/08,"29,389,894","1,206,151,267",41.73,42.04,39.95,40.19,-2.76,"6,954"
 97/10/09,"21,449,249","868,406,511",40.31,41.14,40.10,40.24,+0.05,"4,455"
 97/10/13,"19,726,712","766,877,302",39.00,39.10,38.84,38.84,-1.40,"4,438"
 97/10/14,"24,630,372","1,022,721,838",41.55,41.55,41.32,41.55,+2.71,"4,721"
 97/10/15,"14,683,559","595,349,499",41.00,41.00,40.20,40.57,-0.98,"3,552"
 97/10/16,"7,017,250","274,725,256",39.15,39.15,39.15,39.15,-1.42,"2,209"
 97/10/17,"21,131,388","811,319,661",39.10,39.10,38.00,38.02,-1.13,"4,961"
 97/10/20,"20,086,000","755,774,712",37.75,38.40,37.12,38.34,+0.32,"3,759"
 97/10/21,"20,410,396","785,772,474",39.20,39.20,37.74,38.12,-0.22,"4,725"
 97/10/22,"21,620,347","805,073,919",37.40,38.00,36.79,36.79,-1.33,"5,211"
 97/10/23,"10,710,657","380,335,334",35.51,35.51,35.51,35.51,-1.28,"2,468"
 97/10/24,"23,666,961","766,227,205",32.60,32.60,32.34,32.34,X0.00,"4,144"
 97/10/27,"24,611,466","753,139,584",30.30,31.90,30.08,30.10,-2.24,"5,602"
 97/10/28,"28,832,991","888,666,386",30.00,32.20,29.10,32.19,+2.09,"6,026"
 97/10/29,"33,156,647","1,101,762,369",34.40,34.40,32.00,32.19,0.00,"7,508"
 97/10/30,"22,001,326","744,071,213",33.08,34.44,32.53,34.44,+2.25,"4,639"
 97/10/31,"35,867,809","1,267,105,067",34.50,36.78,34.16,36.54,+2.10,"8,829"
