"9404る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 94/04/01,"6,105,000","283,978,770",46.65,46.75,46.35,46.75,0.00,517
 94/04/04,"2,461,000","115,137,460",46.74,46.92,46.66,46.70,-0.05,309
 94/04/06,"1,731,000","80,815,800",46.70,46.74,46.60,46.65,-0.05,213
 94/04/07,"5,814,000","270,607,770",46.65,46.78,46.45,46.50,-0.15,639
 94/04/08,"2,002,000","93,360,880",46.68,46.68,46.53,46.65,+0.15,209
 94/04/11,"5,313,000","247,118,790",46.62,46.64,46.46,46.50,-0.15,240
 94/04/12,"1,288,000","59,916,390",46.41,46.74,46.41,46.68,+0.18,189
 94/04/13,"1,449,000","67,664,410",46.68,46.78,46.68,46.73,+0.05,157
 94/04/14,"7,099,000","330,112,300",46.52,46.60,46.47,46.50,-0.23,399
 94/04/15,"15,942,000","734,003,090",46.30,46.30,45.80,45.91,-0.59,984
 94/04/18,"19,698,000","884,272,720",45.42,45.42,44.22,44.60,-1.31,"1,734"
 94/04/19,"3,269,000","146,420,560",44.68,44.94,44.63,44.90,+0.30,508
 94/04/20,"6,765,000","301,909,240",45.10,45.15,44.40,44.40,-0.50,649
 94/04/21,"7,273,000","322,015,700",44.21,44.78,43.90,44.78,+0.38,607
 94/04/22,"4,029,000","181,626,690",44.99,45.26,44.85,44.85,+0.07,573
 94/04/25,"2,139,000","96,306,230",44.85,45.15,44.84,45.11,+0.26,225
 94/04/26,"3,312,000","149,939,600",45.11,45.42,45.06,45.35,+0.24,357
 94/04/27,"2,750,000","124,693,350",45.31,45.42,45.28,45.37,+0.02,340
 94/04/28,"3,115,000","141,313,940",45.35,45.67,45.13,45.50,+0.13,347
 94/04/29,"3,583,000","163,155,040",45.52,45.78,45.36,45.78,+0.28,277
