"10301る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 103/01/02,"10,762,073","629,994,789",58.70,58.75,58.35,58.55,-0.15,"2,326"
 103/01/03,"14,509,506","840,196,483",58.45,58.45,57.70,57.85,-0.70,"3,606"
 103/01/06,"14,870,810","857,370,777",57.75,57.95,57.55,57.70,-0.15,"3,651"
 103/01/07,"13,128,332","758,131,999",57.75,57.90,57.70,57.70,0.00,"2,582"
 103/01/08,"7,605,215","439,845,285",57.70,57.95,57.70,57.80,+0.10,"1,997"
 103/01/09,"8,571,228","493,178,086",57.65,57.80,57.40,57.55,-0.25,"2,329"
 103/01/10,"4,741,624","272,992,903",57.50,57.65,57.50,57.55,0.00,"1,027"
 103/01/13,"6,179,869","358,200,472",58.00,58.20,57.80,57.90,+0.35,"1,649"
 103/01/14,"4,276,441","246,832,293",57.70,57.85,57.60,57.80,-0.10,"1,753"
 103/01/15,"11,675,845","680,334,063",57.95,58.45,57.95,58.40,+0.60,"3,783"
 103/01/16,"12,771,698","749,062,443",58.50,58.75,58.50,58.55,+0.15,"2,648"
 103/01/17,"8,169,584","478,201,524",58.60,58.70,58.30,58.65,+0.10,"2,188"
 103/01/20,"5,627,156","330,310,001",58.40,58.80,58.40,58.80,+0.15,"2,155"
 103/01/21,"6,963,662","408,195,578",58.75,58.85,58.50,58.55,-0.25,984
 103/01/22,"6,838,219","400,293,473",58.45,58.65,58.35,58.65,+0.10,"2,088"
 103/01/23,"6,904,868","404,192,804",58.60,58.75,58.35,58.50,-0.15,"1,588"
 103/01/24,"10,706,035","627,470,683",58.30,58.80,58.30,58.65,+0.15,"1,417"
 103/01/27,"21,325,343","1,228,049,744",58.10,58.20,57.45,57.60,-1.05,"5,733"
