"10202る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/02/01,"15,057,838","824,656,103",54.70,54.85,54.60,54.80,+0.20,"2,498"
 102/02/04,"30,980,908","1,709,855,941",54.85,55.40,54.85,55.20,+0.40,"4,899"
 102/02/05,"15,988,259","878,945,424",54.90,55.10,54.90,55.00,-0.20,"2,022"
 102/02/06,"29,434,091","1,629,883,506",55.20,55.50,55.20,55.40,+0.40,"3,827"
 102/02/18,"29,739,642","1,655,483,556",55.50,55.90,55.45,55.60,+0.20,"2,829"
 102/02/19,"16,817,277","936,044,921",55.60,55.75,55.55,55.65,+0.05,"1,926"
 102/02/20,"21,814,406","1,223,538,584",55.90,56.20,55.90,56.10,+0.45,"3,536"
 102/02/21,"9,951,139","556,203,668",55.90,56.05,55.70,55.70,-0.40,"2,162"
 102/02/22,"9,130,884","507,371,869",55.60,55.85,55.35,55.50,-0.20,"1,907"
 102/02/23,"6,375,899","355,758,998",55.70,55.90,55.65,55.80,+0.30,886
 102/02/25,"10,431,887","580,781,767",55.80,55.80,55.55,55.70,-0.10,921
 102/02/26,"6,753,666","372,791,222",55.25,55.40,55.05,55.10,-0.60,"1,683"
 102/02/27,"4,605,027","253,713,018",55.05,55.20,54.95,55.20,+0.10,"1,056"
