"9702る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 97/02/01,"8,820,545","493,691,951",55.45,56.60,55.20,56.40,+1.45,"2,111"
 97/02/12,"6,005,857","330,968,535",55.15,55.80,54.85,54.95,-1.45,"1,455"
 97/02/13,"6,324,215","349,698,825",55.25,55.60,54.70,54.80,-0.15,"1,139"
 97/02/14,"12,638,527","717,823,648",56.30,57.80,56.15,57.80,+3.00,"2,805"
 97/02/15,"8,805,639","502,609,641",56.90,57.50,56.65,57.30,-0.50,"1,417"
 97/02/18,"4,977,858","286,056,606",57.85,57.90,57.00,57.20,-0.10,"1,248"
 97/02/19,"5,145,960","296,501,321",57.60,58.00,57.25,58.00,+0.80,"1,165"
 97/02/20,"5,486,550","315,207,674",57.70,58.00,56.80,56.90,-1.10,"1,364"
 97/02/21,"6,308,722","366,500,125",57.70,58.55,57.55,58.55,+1.65,"1,923"
 97/02/22,"7,577,150","442,204,900",58.10,58.80,57.75,58.80,+0.25,"1,161"
 97/02/25,"9,527,448","569,906,075",59.50,60.10,59.20,60.00,+1.20,"2,278"
 97/02/26,"21,035,523","1,269,307,730",60.35,60.55,59.80,60.20,+0.20,"1,918"
 97/02/27,"18,934,761","1,149,256,240",60.85,60.90,60.50,60.70,+0.50,"1,800"
 97/02/29,"6,043,040","366,476,990",60.30,61.10,60.30,60.85,+0.15,"1,222"
