"9506る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/06/01,"2,504,000","133,589,950",53.25,53.60,53.15,53.40,0.00,421
 95/06/02,"4,501,000","242,062,800",53.60,54.30,53.45,54.30,+0.90,646
 95/06/05,"6,797,000","362,530,700",54.30,54.30,52.30,52.45,-1.85,"1,062"
 95/06/06,"12,300,000","642,945,200",52.25,52.90,52.00,52.90,+0.45,881
 95/06/07,"7,289,000","379,690,550",52.60,52.60,51.80,51.85,-1.05,880
 95/06/08,"22,418,000","1,136,549,760",51.50,51.50,49.80,49.99,-1.86,"1,797"
 95/06/09,"14,286,000","713,800,440",50.00,50.80,49.40,50.80,+0.81,"1,547"
 95/06/12,"7,178,000","359,449,410",50.35,50.70,49.70,50.70,-0.10,846
 95/06/13,"8,531,000","424,043,120",50.20,50.20,49.41,49.60,-1.10,"1,009"
 95/06/14,"5,589,000","281,940,380",49.65,51.10,49.65,51.10,+1.50,973
 95/06/15,"6,833,000","347,252,650",51.45,51.45,50.40,50.80,-0.30,832
 95/06/16,"9,818,000","510,906,300",51.95,52.35,51.75,51.90,+1.10,"1,191"
 95/06/19,"4,308,000","223,199,600",51.90,52.10,51.60,51.85,-0.05,460
 95/06/20,"11,027,000","559,565,630",51.80,51.80,49.90,50.45,-1.40,"1,396"
 95/06/21,"5,953,000","300,110,350",50.40,50.80,50.10,50.20,-0.25,727
 95/06/22,"17,118,000","882,501,850",50.95,51.75,50.80,51.65,+1.45,998
 95/06/23,"9,694,000","493,364,650",51.30,51.40,50.65,51.15,-0.50,835
 95/06/26,"6,504,000","335,465,900",51.45,52.10,51.25,51.80,+0.65,725
 95/06/27,"7,715,000","402,516,600",51.75,52.50,51.60,51.85,+0.05,937
 95/06/28,"4,515,000","231,728,750",51.35,51.55,51.05,51.55,-0.30,606
 95/06/29,"4,697,000","244,473,000",51.75,52.20,51.75,52.20,+0.65,550
 95/06/30,"9,702,000","514,522,050",53.15,53.20,52.85,53.10,+0.90,"1,016"
