"10204る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/04/01,"3,729,172","205,265,726",55.10,55.20,54.95,55.00,-0.10,"1,015"
 102/04/02,"4,937,409","271,289,272",55.00,55.10,54.70,54.85,-0.15,"1,448"
 102/04/03,"2,925,659","160,975,955",55.10,55.15,54.90,55.00,+0.15,794
 102/04/08,"18,559,790","1,002,859,874",54.45,54.50,53.85,53.85,-1.15,"5,134"
 102/04/09,"7,681,461","413,470,694",54.00,54.05,53.60,53.70,-0.15,"3,301"
 102/04/10,"3,118,305","167,629,813",53.75,53.95,53.60,53.80,+0.10,"1,399"
 102/04/11,"9,842,030","533,757,668",53.95,54.40,53.95,54.35,+0.55,"1,971"
 102/04/12,"2,297,003","124,825,799",54.40,54.50,54.20,54.35,0.00,735
 102/04/15,"4,111,521","221,986,028",54.25,54.35,53.75,53.90,-0.45,"1,193"
 102/04/16,"5,150,419","276,686,993",53.50,54.00,53.45,54.00,+0.10,"1,462"
 102/04/17,"4,995,060","269,565,940",54.00,54.10,53.85,53.90,-0.10,902
 102/04/18,"5,605,761","301,895,347",53.55,54.10,53.55,53.85,-0.05,987
 102/04/19,"22,459,000","1,237,683,667",54.25,55.50,54.25,55.45,+1.60,"5,315"
 102/04/22,"11,412,387","633,681,675",55.55,55.65,55.30,55.40,-0.05,"2,471"
 102/04/23,"3,673,886","202,446,391",55.40,55.40,54.95,55.10,-0.30,"1,034"
 102/04/24,"12,432,393","690,770,599",55.35,55.75,55.25,55.55,+0.45,"2,721"
 102/04/25,"11,885,352","661,449,706",55.45,55.75,55.40,55.65,+0.10,"2,194"
 102/04/26,"11,113,050","622,403,221",55.80,56.20,55.80,55.85,+0.20,"2,986"
 102/04/29,"8,140,413","454,738,921",55.90,56.00,55.75,55.80,-0.05,"1,781"
 102/04/30,"17,616,881","994,043,474",56.25,56.55,56.25,56.40,+0.60,"3,793"
