"9512る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/12/01,"2,456,150","138,905,120",56.40,56.80,56.30,56.60,+0.30,375
 95/12/04,"2,822,000","160,241,550",56.80,56.95,56.50,56.95,+0.35,371
 95/12/05,"4,003,050","227,792,035",57.10,57.25,56.55,56.80,-0.15,456
 95/12/06,"3,290,100","187,883,500",56.95,57.50,56.80,57.50,+0.70,411
 95/12/07,"2,406,000","137,797,450",57.35,57.50,57.10,57.30,-0.20,306
 95/12/08,"3,937,000","223,188,150",57.45,57.45,56.45,56.55,-0.75,554
 95/12/11,"1,831,000","103,271,350",56.50,56.55,56.25,56.50,-0.05,268
 95/12/12,"6,716,000","373,139,450",56.35,56.35,55.10,55.30,-1.20,"1,033"
 95/12/13,"6,380,000","350,480,050",55.00,55.35,54.65,55.25,-0.05,786
 95/12/14,"7,325,000","406,413,400",55.30,55.65,55.10,55.60,+0.35,401
 95/12/15,"8,594,000","481,309,250",55.90,56.15,55.90,55.95,+0.35,568
 95/12/18,"2,053,000","115,707,750",56.00,56.80,55.95,56.70,+0.75,455
 95/12/19,"3,230,000","182,602,200",56.65,56.75,56.35,56.45,-0.25,317
 95/12/20,"2,593,010","146,517,854",56.70,56.70,56.30,56.50,+0.05,266
 95/12/21,"3,761,113","212,917,313",56.50,57.00,56.50,56.50,0.00,305
 95/12/22,"562,050","31,799,372",56.50,56.70,56.50,56.50,0.00,200
 95/12/25,"558,000","31,485,300",56.50,56.50,56.30,56.40,-0.10,141
 95/12/26,"6,184,000","351,996,550",56.40,57.10,56.40,56.75,+0.35,467
 95/12/27,"4,700,000","268,735,200",57.10,57.35,57.00,57.05,+0.30,397
 95/12/28,"2,689,112","153,327,240",57.20,57.25,56.80,57.10,+0.05,277
 95/12/29,"5,331,100","306,408,924",57.15,57.75,57.15,57.75,+0.65,608
