"9705る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 97/05/02,"8,774,154","562,594,932",64.45,64.45,63.65,64.20,+0.30,"1,391"
 97/05/05,"18,912,815","1,191,391,711",64.05,64.05,62.50,62.95,-1.25,"3,177"
 97/05/06,"12,513,159","784,859,287",62.85,63.05,62.40,63.05,+0.10,"2,026"
 97/05/07,"7,435,661","472,080,503",63.40,63.80,63.05,63.60,+0.55,"1,454"
 97/05/08,"15,496,465","969,858,230",62.85,62.90,62.20,62.70,-0.90,"2,686"
 97/05/09,"9,946,750","619,530,598",62.65,62.70,62.05,62.25,-0.45,"2,123"
 97/05/12,"4,933,449","307,008,071",62.20,62.70,61.90,62.70,+0.45,"1,132"
 97/05/13,"11,711,324","741,685,781",62.60,63.90,62.60,63.90,+1.20,"2,365"
 97/05/14,"10,353,246","663,101,763",63.90,64.30,63.75,64.15,+0.25,"1,444"
 97/05/15,"16,854,197","1,090,900,005",64.40,65.05,64.40,65.05,+0.90,"2,644"
 97/05/16,"16,817,876","1,097,896,986",65.30,65.50,64.95,65.40,+0.35,"2,171"
 97/05/19,"9,368,566","612,321,164",65.45,65.65,65.10,65.65,+0.25,"1,696"
 97/05/20,"20,778,684","1,344,910,060",65.65,65.65,63.80,64.00,-1.65,"3,175"
 97/05/21,"9,583,379","608,685,150",63.70,63.95,63.15,63.40,-0.60,"2,030"
 97/05/22,"11,607,500","728,516,700",62.65,63.45,62.50,63.45,+0.05,"2,495"
 97/05/23,"11,314,775","709,623,452",63.40,63.45,62.35,62.45,-1.00,"2,469"
 97/05/26,"12,670,500","782,602,269",62.00,62.10,61.50,61.60,-0.85,"2,794"
 97/05/27,"5,688,927","352,696,851",61.75,62.30,61.75,62.20,+0.60,"1,283"
 97/05/28,"7,008,500","433,701,820",62.35,62.40,61.50,61.70,-0.50,"1,526"
 97/05/29,"6,921,560","430,300,295",62.40,62.40,61.95,62.30,+0.60,"1,341"
 97/05/30,"10,924,500","676,185,150",62.50,62.55,61.45,62.20,-0.10,"2,189"
