"10007る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/07/01,"13,964,925","831,822,233",59.20,59.80,59.20,59.70,+0.85,"3,077"
 100/07/04,"18,908,538","1,135,645,374",59.90,60.20,59.90,60.05,+0.35,"3,528"
 100/07/05,"12,622,302","756,315,191",60.00,60.10,59.75,59.95,-0.10,"1,454"
 100/07/06,"13,484,727","816,467,370",60.00,60.70,60.00,60.60,+0.65,"2,587"
 100/07/07,"11,109,299","669,903,957",60.70,60.70,60.15,60.35,-0.25,"1,364"
 100/07/08,"14,932,114","899,593,084",60.50,60.70,59.90,60.05,-0.30,"1,639"
 100/07/11,"11,993,498","714,982,566",59.85,59.95,59.40,59.65,-0.40,"1,856"
 100/07/12,"48,066,193","2,820,748,700",59.10,59.10,58.45,58.70,-0.95,"7,229"
 100/07/13,"39,174,515","2,299,380,273",58.65,59.00,58.45,58.70,0.00,"3,621"
 100/07/14,"39,805,063","2,337,247,970",59.00,59.05,58.45,58.90,+0.20,"3,576"
 100/07/15,"18,410,146","1,085,949,311",59.00,59.25,58.70,59.20,+0.30,"2,571"
 100/07/18,"20,727,359","1,219,849,685",59.15,59.20,58.40,59.00,-0.20,"2,301"
 100/07/19,"8,281,788","487,389,392",58.85,59.05,58.65,58.90,-0.10,"1,663"
 100/07/20,"18,866,490","1,133,064,951",59.50,60.50,59.50,60.45,+1.55,"4,232"
 100/07/21,"10,880,105","657,752,952",60.45,60.60,60.35,60.60,+0.15,"1,748"
 100/07/22,"22,666,868","1,382,242,149",60.85,61.15,60.80,61.00,+0.40,"2,823"
 100/07/25,"8,426,021","510,022,302",60.50,60.85,60.20,60.40,-0.60,"1,591"
 100/07/26,"15,897,776","970,104,530",60.50,61.30,60.50,61.20,+0.80,"2,096"
 100/07/27,"8,730,491","534,834,492",61.20,61.45,61.05,61.35,+0.15,"1,527"
 100/07/28,"12,994,800","789,602,563",60.80,61.00,60.50,60.85,-0.50,"1,428"
 100/07/29,"13,902,656","837,041,345",60.75,60.90,59.90,59.90,-0.95,"2,361"
