"10006る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/06/01,"26,708,920","1,662,145,604",62.00,62.45,61.85,62.35,+0.35,"2,626"
 100/06/02,"18,610,346","1,153,779,465",62.00,62.15,61.80,61.90,-0.45,"1,823"
 100/06/03,"14,876,730","923,387,845",62.00,62.25,61.75,62.20,+0.30,855
 100/06/07,"10,967,505","678,820,155",61.90,62.25,61.55,62.20,0.00,807
 100/06/08,"14,003,014","869,598,964",62.05,62.25,61.85,62.00,-0.20,769
 100/06/09,"8,665,746","537,319,449",61.80,62.10,61.80,62.00,0.00,579
 100/06/10,"27,188,317","1,664,895,252",62.15,62.20,60.50,60.55,-1.45,"2,903"
 100/06/13,"21,849,634","1,309,106,540",60.25,60.25,59.60,59.75,-0.80,"3,490"
 100/06/14,"11,523,249","695,092,984",60.00,60.75,59.80,60.75,+1.00,"1,684"
 100/06/15,"11,156,149","670,739,830",60.70,60.70,59.80,60.50,-0.25,"1,949"
 100/06/16,"23,032,377","1,370,265,275",59.90,59.90,59.30,59.40,-1.10,"3,563"
 100/06/17,"20,766,060","1,230,364,310",59.60,59.70,59.00,59.20,-0.20,"2,525"
 100/06/20,"21,506,641","1,267,009,569",59.40,59.50,58.55,58.60,-0.60,"2,981"
 100/06/21,"15,219,678","896,563,995",59.00,59.20,58.65,59.05,+0.45,"2,302"
 100/06/22,"11,737,377","694,121,295",59.50,59.50,58.80,59.20,+0.15,"1,549"
 100/06/23,"15,137,694","889,061,409",58.95,59.10,58.60,58.65,-0.55,"1,985"
 100/06/24,"27,218,893","1,582,930,930",58.70,58.70,58.00,58.20,-0.45,"5,304"
 100/06/27,"27,066,148","1,553,984,167",57.50,57.85,57.20,57.80,-0.40,"5,801"
 100/06/28,"11,858,069","686,233,902",58.05,58.15,57.50,57.65,-0.15,"2,772"
 100/06/29,"16,310,795","952,014,336",58.00,58.75,57.90,58.65,+1.00,"2,700"
 100/06/30,"8,335,428","490,029,787",58.80,59.00,58.55,58.85,+0.20,"1,761"
