"9504る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/04/03,"2,959,000","156,805,250",52.80,53.15,52.65,53.10,+0.30,310
 95/04/04,"2,604,000","138,436,900",53.10,53.25,53.00,53.10,0.00,260
 95/04/06,"4,154,000","222,600,850",53.60,53.80,53.45,53.70,+0.60,333
 95/04/07,"3,291,000","177,289,450",53.90,54.20,53.55,53.90,+0.20,432
 95/04/10,"3,942,000","212,952,600",53.45,54.35,53.45,54.10,+0.20,356
 95/04/11,"888,000","47,657,850",53.85,54.00,53.55,53.55,-0.55,154
 95/04/12,"2,479,000","133,481,900",53.40,53.95,53.30,53.95,+0.40,207
 95/04/13,"3,146,000","170,708,600",54.10,54.40,54.00,54.40,+0.45,290
 95/04/14,"2,515,000","137,603,200",54.40,55.20,54.40,55.05,+0.65,354
 95/04/17,"3,855,101","212,909,724",55.15,55.35,55.00,55.20,+0.15,355
 95/04/18,"1,197,000","65,851,750",55.30,55.30,54.75,55.30,+0.10,242
 95/04/19,"4,476,670","249,801,734",55.50,56.00,55.50,55.70,+0.40,390
 95/04/20,"2,859,100","160,029,650",55.70,56.15,55.70,56.10,+0.40,290
 95/04/21,"3,135,000","176,849,200",56.30,56.60,56.15,56.25,+0.15,373
 95/04/24,"2,788,000","156,977,450",55.85,56.45,55.80,56.35,+0.10,239
 95/04/25,"1,659,000","93,018,400",56.30,56.60,55.70,55.85,-0.50,241
 95/04/26,"2,267,000","127,244,750",56.00,56.85,55.70,56.85,+1.00,220
 95/04/27,"4,249,500","241,938,050",56.90,57.05,56.60,56.60,-0.25,321
 95/04/28,"2,358,000","133,001,950",56.50,56.85,56.10,56.80,+0.20,250
