"9312る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/12/01,"11,673,000","531,063,520",45.41,45.95,45.21,45.63,+0.13,896
 93/12/02,"8,488,000","390,043,410",45.84,46.07,45.80,46.06,+0.43,667
 93/12/03,"2,628,000","121,543,770",46.23,46.40,46.06,46.40,+0.34,528
 93/12/06,"2,282,000","105,866,170",46.23,46.60,46.16,46.60,+0.20,478
 93/12/07,"3,160,000","147,014,780",46.60,46.67,46.40,46.64,+0.04,521
 93/12/08,"2,216,000","103,044,430",46.56,46.56,46.42,46.50,-0.14,388
 93/12/09,"3,796,000","176,651,950",46.70,46.70,46.45,46.50,0.00,440
 93/12/10,"5,224,000","242,841,820",46.50,46.55,46.35,46.43,-0.07,520
 93/12/13,"10,868,000","507,037,650",46.60,47.19,45.80,46.00,-0.43,"1,249"
 93/12/14,"2,300,000","106,309,120",46.30,46.32,46.12,46.23,+0.23,368
 93/12/15,"13,490,000","633,109,970",46.53,47.20,46.45,47.15,+0.92,"1,194"
 93/12/16,"8,268,000","390,206,830",47.16,47.30,47.05,47.30,+0.15,681
 93/12/17,"13,153,000","620,797,940",47.23,47.30,47.11,47.18,-0.12,465
 93/12/20,"6,789,000","317,317,910",46.20,46.90,46.20,46.52,-0.66,545
 93/12/21,"1,774,000","83,085,890",46.81,46.99,46.76,46.99,+0.47,243
 93/12/22,"7,872,000","372,228,670",47.06,47.40,47.01,47.20,+0.21,532
 93/12/23,"1,066,000","50,037,640",47.20,47.20,46.85,46.96,-0.24,215
 93/12/24,"3,315,000","156,119,460",46.96,47.37,46.96,47.25,+0.29,343
 93/12/27,"5,952,000","279,834,990",47.25,47.25,46.98,47.02,-0.23,490
 93/12/28,"5,113,000","240,707,260",47.01,47.20,47.00,47.20,+0.18,457
 93/12/29,"14,060,000","671,745,180",47.53,48.00,47.50,47.98,+0.78,"1,146"
 93/12/30,"8,219,000","394,604,670",48.01,48.10,47.90,48.07,+0.09,603
 93/12/31,"15,894,000","767,395,400",48.10,48.56,47.91,48.50,+0.43,947
