"10110る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/10/01,"4,006,626","219,963,051",55.00,55.10,54.75,55.00,-0.15,989
 101/10/02,"6,552,980","361,735,377",55.10,55.35,54.95,55.25,+0.25,"1,438"
 101/10/03,"3,633,269","200,292,280",55.25,55.30,54.90,55.00,-0.25,950
 101/10/04,"8,104,245","444,745,214",55.00,55.10,54.50,55.05,+0.05,"1,871"
 101/10/05,"11,700,336","645,230,092",55.00,55.30,55.00,55.10,+0.05,"1,497"
 101/10/08,"9,556,106","522,839,691",55.00,55.05,54.55,54.65,-0.45,"1,440"
 101/10/09,"8,493,250","463,363,288",54.75,54.75,54.40,54.40,-0.25,"1,469"
 101/10/11,"30,659,151","1,639,203,857",53.70,53.70,53.20,53.30,-1.10,"4,471"
 101/10/12,"16,268,409","864,868,772",53.30,53.40,52.90,53.15,-0.15,"2,406"
 101/10/15,"10,241,646","543,892,789",53.05,53.25,53.00,53.25,+0.10,"1,814"
 101/10/16,"8,036,901","429,366,923",53.40,53.50,53.30,53.50,+0.25,"2,023"
 101/10/17,"16,203,149","867,885,159",53.90,53.90,53.30,53.40,-0.10,"2,578"
 101/10/18,"11,622,262","623,288,652",53.70,53.80,53.45,53.65,+0.25,"1,356"
 101/10/19,"16,779,789","892,422,559",53.60,53.60,53.05,53.25,-0.40,"2,756"
 101/10/22,"13,005,865","684,719,192",52.60,52.90,52.40,52.90,-0.35,"2,780"
 101/10/23,"30,800,049","1,627,934,463",52.90,53.10,52.65,52.90,0.00,"3,071"
 101/10/24,"18,503,895","939,184,120",50.55,51.00,50.45,51.00,X0.00,"4,736"
 101/10/25,"20,563,120","1,042,608,341",50.95,50.95,50.45,50.50,-0.50,"3,878"
 101/10/26,"26,363,027","1,323,238,227",50.70,50.75,49.87,49.91,-0.59,"5,996"
 101/10/29,"15,100,152","755,045,077",49.99,50.20,49.87,50.00,+0.09,"4,446"
 101/10/30,"12,686,436","639,301,004",50.30,50.65,50.20,50.45,+0.45,"2,234"
 101/10/31,"6,854,134","345,541,815",50.70,50.70,50.20,50.40,-0.05,"1,963"
