"10304る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 103/04/01,"28,836,222","1,742,191,068",60.25,60.60,60.20,60.60,+0.50,"3,203"
 103/04/02,"19,104,855","1,164,181,333",60.80,61.15,60.80,60.80,+0.20,"2,138"
 103/04/03,"12,620,330","766,517,855",60.80,60.95,60.65,60.65,-0.15,"1,334"
 103/04/07,"11,380,319","687,722,237",60.40,60.50,60.30,60.50,-0.15,"1,114"
 103/04/08,"14,011,887","850,681,912",60.45,60.90,60.45,60.80,+0.30,"1,203"
 103/04/09,"12,067,064","736,215,354",60.80,61.10,60.80,61.00,+0.20,"1,546"
 103/04/10,"13,486,974","823,824,535",61.25,61.30,60.90,61.20,+0.20,"1,379"
 103/04/11,"15,019,135","916,078,435",60.80,61.15,60.80,61.15,-0.05,"1,216"
 103/04/14,"13,397,003","818,202,956",61.10,61.20,60.90,61.05,-0.10,"1,201"
 103/04/15,"13,893,416","852,294,773",61.20,61.45,61.20,61.35,+0.30,"1,536"
 103/04/16,"7,049,691","432,479,784",61.35,61.50,61.10,61.30,-0.05,971
 103/04/17,"3,531,783","216,347,762",61.30,61.40,61.10,61.15,-0.15,753
 103/04/18,"7,072,752","436,080,993",61.75,61.90,61.50,61.55,+0.40,"1,010"
 103/04/21,"3,405,648","209,616,454",61.45,61.65,61.45,61.55,0.00,723
 103/04/22,"9,137,755","564,338,510",61.55,61.95,61.55,61.75,+0.20,"1,182"
 103/04/23,"5,487,114","339,123,359",61.85,62.05,61.50,61.65,-0.10,"1,009"
 103/04/24,"4,518,205","278,868,794",61.70,61.80,61.60,61.75,+0.10,635
 103/04/25,"22,903,168","1,397,360,353",61.65,61.80,60.60,60.70,-1.05,"2,363"
 103/04/28,"8,482,863","516,757,486",60.30,61.50,60.30,61.25,+0.55,"1,696"
 103/04/29,"6,518,965","399,867,438",61.25,61.50,61.10,61.35,+0.10,880
 103/04/30,"5,598,140","341,881,232",61.40,61.45,60.80,61.00,-0.35,916
