"9501る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/01/02,"4,920,000","248,570,100",50.75,50.80,50.35,50.55,-0.70,651
 95/01/03,"5,229,000","266,570,800",50.45,51.50,50.40,51.45,+0.90,372
 95/01/04,"9,562,000","495,913,300",51.95,52.10,51.50,51.70,+0.25,627
 95/01/05,"8,176,000","428,028,150",52.05,52.60,52.05,52.45,+0.75,719
 95/01/06,"5,867,000","307,999,350",52.45,52.80,52.30,52.30,-0.15,433
 95/01/09,"7,518,000","396,974,750",52.80,53.20,52.60,52.80,+0.50,310
 95/01/10,"4,284,000","225,187,600",52.95,52.95,52.25,52.30,-0.50,268
 95/01/11,"5,611,000","293,623,900",52.20,52.70,52.00,52.55,+0.25,334
 95/01/12,"15,029,000","796,812,400",52.70,53.25,52.70,52.70,+0.15,604
 95/01/13,"4,138,000","217,876,200",52.80,52.85,52.35,52.45,-0.25,260
 95/01/16,"7,382,000","388,478,950",52.35,52.85,52.15,52.85,+0.40,280
 95/01/17,"7,820,000","414,723,150",52.85,53.15,52.85,52.85,0.00,310
 95/01/18,"7,723,000","396,254,000",52.00,52.00,50.80,50.85,-2.00,731
 95/01/19,"7,862,000","402,432,700",51.05,51.45,50.70,51.40,+0.55,535
 95/01/20,"5,922,000","304,177,350",51.45,51.55,51.10,51.30,-0.10,273
 95/01/23,"4,077,000","206,218,700",50.80,50.90,50.40,50.55,-0.75,359
 95/01/24,"3,390,000","172,450,000",50.60,51.05,50.60,51.00,+0.45,273
 95/01/25,"7,265,000","372,713,700",51.05,51.50,51.05,51.35,+0.35,336
