"10306る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 103/06/03,"5,110,138","322,847,314",63.15,63.45,62.80,63.15,+0.05,"1,121"
 103/06/04,"3,390,223","215,048,603",63.40,63.55,63.30,63.40,+0.25,662
 103/06/05,"1,703,159","107,765,689",63.30,63.40,63.10,63.40,0.00,582
 103/06/06,"3,489,349","221,858,785",63.65,63.75,63.40,63.55,+0.15,574
 103/06/09,"3,894,834","248,324,441",63.60,63.85,63.60,63.80,+0.25,694
 103/06/10,"6,843,134","438,788,203",63.85,64.30,63.85,64.20,+0.40,"1,117"
 103/06/11,"5,038,545","323,020,323",64.20,64.25,64.05,64.15,-0.05,713
 103/06/12,"4,508,091","288,458,469",64.00,64.10,63.90,64.00,-0.15,748
 103/06/13,"3,322,318","212,037,312",63.90,63.90,63.70,63.85,-0.15,"1,087"
 103/06/16,"2,605,436","166,269,354",63.85,64.00,63.60,63.90,+0.05,524
 103/06/17,"3,853,708","247,310,286",63.90,64.45,63.85,64.35,+0.45,891
 103/06/18,"9,534,569","614,913,986",64.40,64.80,64.30,64.50,+0.15,"1,414"
 103/06/19,"9,933,277","644,039,025",64.65,65.05,64.55,64.95,+0.45,"1,251"
 103/06/20,"3,557,667","231,006,018",64.95,65.10,64.70,64.75,-0.20,797
