"9308る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/08/02,"4,250,000","176,815,350",41.69,41.80,41.50,41.65,-0.26,612
 93/08/03,"2,572,000","107,123,740",41.75,41.85,41.50,41.67,+0.02,501
 93/08/04,"3,277,000","135,723,600",41.50,41.60,41.30,41.30,-0.37,675
 93/08/05,"5,663,000","237,884,970",41.50,42.80,41.18,42.80,+1.50,"1,180"
 93/08/06,"7,607,000","322,891,480",42.40,42.79,42.11,42.27,-0.53,928
 93/08/09,"3,624,000","151,790,960",41.85,42.24,41.69,42.24,-0.03,527
 93/08/10,"2,919,000","122,945,620",42.20,42.24,42.02,42.02,-0.22,423
 93/08/11,"3,276,000","137,705,350",42.30,42.32,41.77,41.77,-0.25,621
 93/08/12,"1,448,000","60,421,660",41.82,41.89,41.60,41.78,+0.01,341
 93/08/13,"2,113,000","88,318,990",41.71,42.08,41.50,41.82,+0.04,412
 93/08/16,"2,061,000","86,013,150",41.82,41.89,41.65,41.65,-0.17,393
 93/08/17,"3,021,000","126,200,900",41.90,41.90,41.70,41.73,+0.08,394
 93/08/18,"6,605,000","279,824,870",41.74,42.88,41.73,42.74,+1.01,"1,001"
 93/08/19,"9,208,000","402,644,860",43.00,44.22,43.00,44.20,+1.46,"1,845"
 93/08/20,"5,553,000","245,609,520",44.20,44.49,44.03,44.20,0.00,888
 93/08/23,"5,633,000","249,809,150",44.31,44.59,44.19,44.45,+0.25,760
 93/08/26,"8,794,000","400,858,510",45.00,46.00,45.00,45.95,+1.50,"1,339"
 93/08/27,"5,288,000","241,852,040",45.86,45.95,45.52,45.60,-0.35,698
 93/08/30,"4,480,000","203,985,220",45.60,45.70,45.36,45.59,-0.01,561
 93/08/31,"8,130,000","370,842,060",45.40,45.95,45.03,45.15,-0.44,918
