"9605る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 96/05/02,"1,825,500","104,980,100",56.90,57.70,56.90,57.55,+0.65,343
 96/05/03,"5,413,160","314,567,810",57.80,58.30,57.80,58.20,+0.65,865
 96/05/04,"7,333,000","431,779,750",58.75,59.20,58.70,59.20,+1.00,968
 96/05/07,"7,536,160","448,434,421",59.45,59.65,59.30,59.55,+0.35,663
 96/05/08,"6,876,584","407,393,938",59.25,59.50,59.10,59.30,-0.25,415
 96/05/09,"5,532,100","326,683,435",59.10,59.25,58.90,58.95,-0.35,323
 96/05/10,"9,981,000","590,397,800",59.25,59.35,59.00,59.25,+0.30,517
 96/05/11,"3,311,000","193,749,300",58.70,58.70,58.45,58.60,-0.65,325
 96/05/14,"3,819,020","224,348,624",58.90,59.00,58.50,58.75,+0.15,251
 96/05/15,"3,631,020","211,824,213",58.55,58.60,58.05,58.15,-0.60,337
 96/05/16,"1,695,000","98,545,300",58.05,58.25,58.00,58.20,+0.05,178
 96/05/17,"3,784,500","221,937,550",58.60,58.80,58.45,58.60,+0.40,209
 96/05/18,"1,668,100","97,696,000",58.55,58.70,58.25,58.50,-0.10,145
 96/05/21,"2,924,702","172,741,089",59.00,59.60,58.50,59.60,+1.10,444
 96/05/22,"1,929,198","115,215,140",59.40,59.85,59.40,59.80,+0.20,324
 96/05/23,"3,705,000","222,589,000",60.00,60.25,59.95,60.05,+0.25,418
 96/05/24,"2,193,000","131,682,650",60.00,60.25,59.85,60.10,+0.05,210
 96/05/25,"3,248,250","192,459,000",59.40,59.50,59.05,59.45,-0.65,378
 96/05/28,"1,407,000","83,762,050",59.50,59.65,59.40,59.50,+0.05,171
 96/05/29,"2,835,000","169,732,450",59.50,60.00,59.50,59.70,+0.20,199
 96/05/30,"3,009,200","178,424,190",60.10,60.10,59.05,59.25,-0.45,330
 96/05/31,"1,871,000","111,808,600",59.85,59.90,59.65,59.75,+0.50,197
