"9505る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/05/02,"2,092,000","118,977,150",56.80,57.00,56.50,56.80,0.00,173
 95/05/03,"4,254,000","243,953,250",57.20,57.50,57.20,57.20,+0.40,361
 95/05/04,"2,532,000","146,387,950",57.40,58.30,57.40,58.00,+0.80,293
 95/05/05,"3,199,000","187,213,650",58.20,59.10,58.20,58.40,+0.40,407
 95/05/08,"4,757,000","280,269,900",58.60,59.20,58.60,59.20,+0.80,441
 95/05/09,"7,118,000","417,872,000",59.30,59.30,58.10,58.50,-0.70,688
 95/05/10,"9,546,000","552,539,750",58.50,58.55,57.10,57.40,-1.10,660
 95/05/11,"6,134,000","352,751,350",57.05,58.00,56.70,57.75,+0.35,476
 95/05/12,"3,814,000","218,141,950",57.30,57.50,56.85,57.50,-0.25,480
 95/05/15,"10,741,000","604,154,550",56.90,56.90,55.75,56.00,-1.50,823
 95/05/16,"6,589,100","366,805,100",56.10,56.15,55.20,55.20,-0.80,717
 95/05/17,"8,059,000","447,185,200",55.30,55.80,55.15,55.60,+0.40,689
 95/05/18,"8,801,000","480,743,450",54.65,54.80,54.45,54.65,-0.95,932
 95/05/19,"6,430,000","351,940,200",54.40,55.10,54.40,54.75,+0.10,629
 95/05/22,"7,050,000","383,487,300",55.10,55.20,53.90,53.90,-0.85,868
 95/05/23,"9,833,000","523,003,850",53.25,53.50,52.90,53.00,-0.90,"1,183"
 95/05/24,"5,950,000","315,819,350",53.30,53.65,52.70,53.35,+0.35,775
 95/05/25,"4,100,000","218,380,200",53.35,53.70,53.00,53.35,0.00,504
 95/05/26,"5,455,000","292,491,250",53.80,54.05,53.10,53.30,-0.05,675
 95/05/29,"2,022,000","107,866,750",53.80,53.80,53.15,53.60,+0.30,423
 95/05/30,"4,980,000","265,639,500",53.50,53.70,53.00,53.40,-0.20,660
