"9610る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 96/10/01,"5,035,045","349,616,139",69.80,69.80,69.10,69.35,0.00,589
 96/10/02,"13,295,560","936,248,336",69.90,70.90,69.85,70.60,+1.25,"1,369"
 96/10/03,"16,206,459","1,155,285,186",70.50,72.30,70.50,71.70,+1.10,"1,616"
 96/10/04,"8,758,341","621,977,427",71.15,71.20,70.65,71.20,-0.50,916
 96/10/05,"3,979,050","282,760,465",71.20,71.35,70.60,71.20,0.00,685
 96/10/08,"6,805,500","489,079,850",71.50,72.20,71.50,71.85,+0.65,994
 96/10/09,"7,118,100","508,721,662",71.85,72.00,71.15,71.65,-0.20,868
 96/10/11,"5,951,032","427,846,970",71.70,72.10,71.65,71.90,+0.25,857
 96/10/12,"4,124,100","292,669,580",71.60,71.90,69.90,69.90,-2.00,"1,147"
 96/10/15,"3,059,150","214,667,240",70.15,70.55,69.75,70.55,+0.65,756
 96/10/16,"3,664,860","258,556,473",70.00,71.30,69.90,70.90,+0.35,750
 96/10/17,"3,493,100","246,357,230",70.80,71.00,70.00,70.40,-0.50,707
 96/10/18,"4,562,408","325,014,180",70.60,71.50,70.60,71.40,+1.00,882
 96/10/19,"3,228,300","229,891,870",71.30,71.45,70.90,71.05,-0.35,561
 96/10/22,"11,191,690","772,346,221",69.50,69.50,68.50,69.45,-1.60,"1,736"
 96/10/23,"6,887,750","483,644,175",69.75,70.75,69.70,70.60,+1.15,999
 96/10/24,"7,586,865","520,469,451",68.80,69.10,67.70,67.70,X0.00,"1,224"
 96/10/25,"4,078,773","278,904,838",68.25,68.60,68.15,68.40,+0.70,634
 96/10/26,"1,661,650","114,729,155",68.90,69.40,68.70,69.25,+0.85,506
 96/10/29,"3,090,209","217,435,115",69.85,70.65,69.85,70.65,+1.40,898
 96/10/30,"2,821,980","198,892,635",70.60,70.80,70.15,70.45,-0.20,541
 96/10/31,"4,157,381","291,893,590",70.40,70.55,69.85,70.20,-0.25,602
