"10112る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/12/03,"11,201,079","600,296,733",53.55,53.80,53.20,53.50,-0.05,"2,355"
 101/12/04,"10,697,131","569,376,397",53.05,53.45,53.05,53.45,-0.05,"1,883"
 101/12/05,"13,587,588","726,432,991",53.30,53.80,53.10,53.75,+0.30,"2,378"
 101/12/06,"11,294,944","605,387,670",53.75,53.75,53.45,53.60,-0.15,"1,265"
 101/12/07,"16,314,379","879,442,528",53.65,54.05,53.65,53.90,+0.30,"2,555"
 101/12/10,"9,932,783","534,102,179",53.90,54.05,53.50,53.70,-0.20,"1,325"
 101/12/11,"8,904,629","476,963,059",53.65,53.80,53.30,53.65,-0.05,"1,489"
 101/12/12,"18,649,618","1,008,894,172",53.80,54.30,53.80,54.10,+0.45,"3,439"
 101/12/13,"22,337,289","1,217,806,436",54.30,54.80,54.25,54.70,+0.60,"3,521"
 101/12/14,"9,058,714","492,300,198",54.60,54.60,54.20,54.20,-0.50,"1,973"
 101/12/17,"5,560,398","298,483,207",54.20,54.20,53.40,53.50,-0.70,"2,048"
 101/12/18,"6,360,924","340,477,615",53.75,53.75,53.40,53.55,+0.05,971
 101/12/19,"4,659,401","250,353,021",53.95,53.95,53.60,53.70,+0.15,999
 101/12/20,"7,276,056","387,311,716",53.35,53.50,53.05,53.05,-0.65,"1,720"
 101/12/21,"11,689,407","615,644,971",53.05,53.20,52.40,52.80,-0.25,"3,397"
 101/12/22,"4,238,584","224,049,465",52.60,53.00,52.60,52.95,+0.15,"1,454"
 101/12/24,"4,391,649","231,942,415",52.90,53.05,52.65,52.70,-0.25,"1,036"
 101/12/25,"11,578,037","618,370,432",52.75,53.70,52.75,53.60,+0.90,"2,272"
 101/12/26,"18,127,897","971,241,798",53.60,53.75,53.40,53.50,-0.10,"1,633"
 101/12/27,"11,013,548","588,266,868",53.20,53.60,53.20,53.45,-0.05,"1,744"
 101/12/28,"19,932,723","1,072,073,599",53.70,53.95,53.65,53.80,+0.35,"2,088"
