"9804る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 98/04/01,"14,647,309","545,132,265",37.09,37.49,36.91,37.29,+0.65,"2,358"
 98/04/02,"18,662,220","711,310,995",37.88,38.58,37.81,38.58,+1.29,"3,676"
 98/04/03,"18,281,821","706,841,332",38.86,38.86,38.32,38.60,+0.02,"2,713"
 98/04/06,"14,755,939","576,351,773",38.80,39.33,38.56,38.79,+0.19,"3,488"
 98/04/07,"8,732,110","336,112,419",38.46,38.80,38.20,38.80,+0.01,"1,866"
 98/04/08,"35,617,959","1,352,408,366",38.33,38.86,37.60,37.73,-1.07,"3,833"
 98/04/09,"24,037,147","932,554,612",38.33,39.33,38.22,39.28,+1.55,"3,546"
 98/04/10,"59,175,989","2,345,288,219",39.88,40.00,39.28,39.97,+0.69,"4,623"
 98/04/13,"24,863,055","995,754,266",40.08,40.24,39.76,40.18,+0.21,"3,068"
 98/04/14,"29,047,337","1,169,416,314",39.93,40.65,39.55,40.50,+0.32,"2,861"
 98/04/15,"20,625,875","829,684,827",40.26,40.46,39.82,40.25,-0.25,"2,206"
 98/04/16,"35,688,028","1,468,346,764",41.15,41.35,40.90,41.20,+0.95,"3,314"
 98/04/17,"21,736,966","886,043,242",41.51,41.64,39.50,39.88,-1.32,"4,330"
 98/04/20,"20,740,728","832,299,066",39.93,40.50,39.65,40.17,+0.29,"2,360"
 98/04/21,"24,265,872","968,147,629",39.77,40.78,39.56,40.78,+0.61,"2,488"
 98/04/22,"11,746,444","478,018,673",40.86,40.89,40.53,40.65,-0.13,"1,587"
 98/04/23,"6,201,761","250,493,506",40.51,40.65,39.95,40.46,-0.19,"1,321"
 98/04/24,"7,996,540","325,604,908",40.60,41.12,40.03,40.50,+0.04,"1,847"
 98/04/27,"11,380,113","453,423,820",40.50,40.78,39.25,39.52,-0.98,"2,966"
 98/04/28,"10,907,917","429,098,874",39.75,39.97,38.90,39.05,-0.47,"2,757"
 98/04/29,"7,095,763","279,112,447",39.26,39.56,39.08,39.40,+0.35,"1,564"
 98/04/30,"37,282,829","1,571,471,228",42.15,42.15,42.15,42.15,+2.75,"2,829"
