"9412る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 94/12/01,"1,456,000","70,880,970",48.79,48.80,48.50,48.70,-0.09,173
 94/12/02,"4,652,000","228,901,320",49.14,49.35,49.05,49.05,+0.35,501
 94/12/05,"16,443,000","815,974,530",49.51,50.35,49.25,50.35,+1.30,"1,001"
 94/12/06,"10,474,000","524,467,430",50.15,50.30,49.91,50.30,-0.05,673
 94/12/07,"5,844,000","291,693,790",50.25,50.30,49.77,49.90,-0.40,306
 94/12/08,"3,631,000","179,315,060",49.90,49.90,48.90,49.10,-0.80,373
 94/12/09,"3,145,000","154,423,160",49.00,49.28,48.90,49.10,0.00,246
 94/12/12,"3,052,000","149,591,550",49.29,49.30,48.70,49.10,0.00,245
 94/12/13,"5,003,000","245,783,200",48.95,49.22,48.72,49.12,+0.02,205
 94/12/14,"3,914,000","191,664,150",49.12,49.13,48.81,48.81,-0.31,222
 94/12/15,"1,932,000","94,484,270",48.81,48.95,48.76,48.90,+0.09,181
 94/12/16,"10,453,000","519,976,390",49.03,50.00,49.03,49.78,+0.88,585
 94/12/19,"8,195,000","410,746,300",49.81,50.40,49.81,50.35,+0.57,515
 94/12/20,"6,701,000","336,463,800",50.30,50.35,50.10,50.30,-0.05,451
 94/12/21,"11,422,000","577,079,750",50.30,50.70,50.25,50.65,+0.35,463
 94/12/22,"5,523,000","279,121,800",50.60,50.75,50.25,50.25,-0.40,416
 94/12/23,"25,789,000","1,307,570,900",50.30,51.00,50.25,51.00,+0.75,767
 94/12/26,"4,128,000","211,474,300",51.15,51.35,51.00,51.25,+0.25,313
 94/12/27,"9,100,000","466,488,200",51.15,51.50,51.00,51.40,+0.15,416
 94/12/28,"6,302,000","321,027,300",51.00,51.05,50.75,51.00,-0.40,259
 94/12/29,"13,810,000","709,079,250",51.00,51.60,51.00,51.35,+0.35,553
 94/12/30,"7,252,000","372,462,250",51.25,51.50,51.25,51.25,-0.10,319
