"9905る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 99/05/03,"5,880,214","320,630,347",54.50,54.85,54.25,54.45,-0.35,975
 99/05/04,"10,132,491","552,286,502",54.75,54.80,54.20,54.50,+0.05,"1,084"
 99/05/05,"20,067,366","1,064,924,964",53.40,53.45,52.85,53.00,-1.50,"3,590"
 99/05/06,"30,653,488","1,601,892,614",52.95,52.95,51.80,51.95,-1.05,"3,956"
 99/05/07,"28,001,716","1,445,694,259",51.30,52.00,51.05,51.95,0.00,"3,301"
 99/05/10,"11,114,830","578,961,008",52.15,52.50,51.85,52.40,+0.45,"1,891"
 99/05/11,"9,244,195","485,470,413",52.60,52.80,52.05,52.20,-0.20,"1,820"
 99/05/12,"7,850,575","409,831,533",52.10,52.50,51.95,52.10,-0.10,953
 99/05/13,"8,130,823","430,734,345",52.65,53.40,52.60,53.25,+1.15,"1,679"
 99/05/14,"12,843,843","681,354,548",53.05,53.20,52.90,53.10,-0.15,963
 99/05/17,"12,090,447","628,968,119",52.60,52.60,51.70,51.90,-1.20,"2,360"
 99/05/18,"5,846,434","303,730,047",52.10,52.20,51.80,52.00,+0.10,"1,029"
 99/05/19,"15,988,302","819,466,719",51.50,51.55,50.95,51.45,-0.55,"2,807"
 99/05/20,"13,856,441","708,054,765",51.45,51.45,50.75,50.80,-0.65,"2,203"
 99/05/21,"29,922,893","1,486,407,923",50.00,50.00,49.30,49.75,-1.05,"4,866"
 99/05/24,"6,297,256","316,625,250",49.90,50.55,49.90,50.45,+0.70,"1,667"
 99/05/25,"23,038,218","1,133,837,721",50.00,50.00,48.65,49.12,-1.33,"4,756"
 99/05/26,"14,716,336","724,842,670",49.74,49.80,49.00,49.32,+0.20,"2,280"
 99/05/27,"15,866,404","780,824,830",49.32,49.66,48.75,49.66,+0.34,"2,237"
 99/05/28,"9,410,589","470,603,619",50.10,50.30,49.76,49.87,+0.21,"2,219"
 99/05/31,"4,494,253","224,528,644",50.00,50.15,49.72,50.10,+0.23,"1,137"
