"9807る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 98/07/01,"11,821,250","533,591,475",44.48,45.65,44.45,45.45,+0.99,"3,188"
 98/07/02,"9,709,303","444,727,248",45.60,46.00,45.48,45.90,+0.45,"2,031"
 98/07/03,"9,049,299","413,608,782",45.45,46.10,45.40,45.80,-0.10,"1,681"
 98/07/06,"10,663,045","486,266,117",45.80,45.90,45.36,45.69,-0.11,"1,283"
 98/07/07,"12,661,339","583,974,894",45.40,46.37,45.40,46.19,+0.50,"2,106"
 98/07/08,"11,669,578","532,152,766",45.77,45.86,45.42,45.66,-0.53,"1,811"
 98/07/09,"13,116,887","610,022,845",45.88,46.75,45.80,46.50,+0.84,"3,158"
 98/07/10,"14,027,154","652,998,491",46.62,46.88,46.37,46.78,+0.28,"1,436"
 98/07/13,"13,232,100","604,645,479",46.75,47.10,45.00,45.30,-1.48,"2,497"
 98/07/14,"4,057,761","185,971,933",45.68,46.19,45.59,46.14,+0.84,"1,129"
 98/07/15,"13,131,382","616,617,627",46.37,47.21,46.37,47.05,+0.91,"2,561"
 98/07/16,"12,526,414","597,143,759",47.60,47.88,47.21,47.45,+0.40,"2,294"
 98/07/17,"8,496,295","405,994,820",47.60,48.07,47.34,47.87,+0.42,"1,884"
 98/07/20,"12,437,824","600,718,523",48.42,48.51,47.87,48.50,+0.63,"2,117"
 98/07/21,"6,921,811","335,543,260",48.50,48.67,48.05,48.40,-0.10,"1,644"
 98/07/22,"7,382,453","359,737,204",48.70,48.95,48.35,48.48,+0.08,"1,564"
 98/07/23,"8,035,038","390,105,030",48.48,48.80,48.00,48.51,+0.03,"1,652"
 98/07/24,"8,710,352","424,032,578",48.80,49.00,48.29,48.38,-0.13,"1,358"
 98/07/27,"10,514,904","512,140,846",48.50,49.20,48.41,48.83,+0.45,"1,539"
 98/07/28,"12,008,153","594,066,742",48.83,49.78,48.83,49.70,+0.87,"2,128"
 98/07/29,"7,487,888","370,504,031",49.70,49.94,49.04,49.35,-0.35,"1,615"
 98/07/30,"8,150,446","396,466,179",49.12,49.20,48.13,48.85,-0.50,"1,636"
 98/07/31,"13,207,439","652,064,633",49.11,49.58,48.95,49.02,+0.17,"1,629"
