"10206る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/06/03,"6,538,988","369,199,492",56.45,56.75,56.25,56.70,-0.25,"1,775"
 102/06/04,"4,243,204","239,911,728",56.70,56.80,56.35,56.60,-0.10,965
 102/06/05,"3,459,608","195,736,906",56.55,56.75,56.35,56.60,0.00,829
 102/06/06,"15,077,276","843,973,096",56.20,56.30,55.75,55.90,-0.70,"3,594"
 102/06/07,"9,058,196","507,189,027",55.95,56.15,55.90,56.05,+0.15,"1,488"
 102/06/10,"3,505,343","198,281,891",56.55,56.70,56.40,56.50,+0.45,"1,192"
 102/06/11,"4,689,065","264,735,617",56.55,56.65,56.25,56.35,-0.15,997
 102/06/13,"33,023,834","1,823,370,059",55.90,55.90,55.00,55.00,-1.35,"6,985"
 102/06/14,"18,099,232","994,221,942",55.15,55.15,54.70,54.80,-0.20,"3,768"
 102/06/17,"5,347,377","294,417,027",54.85,55.15,54.80,55.15,+0.35,"1,799"
 102/06/18,"8,771,556","483,236,999",55.15,55.40,54.85,55.40,+0.25,"1,967"
 102/06/19,"6,076,740","336,207,455",55.50,55.50,55.15,55.30,-0.10,"1,057"
 102/06/20,"25,487,892","1,389,253,031",55.00,55.00,54.20,54.25,-1.05,"6,014"
 102/06/21,"34,639,623","1,853,783,057",54.10,54.10,53.25,53.60,-0.65,"8,449"
 102/06/24,"21,260,360","1,132,613,599",53.40,53.50,53.10,53.40,-0.20,"5,098"
 102/06/25,"19,437,447","1,034,612,098",53.30,53.70,52.95,53.00,-0.40,"4,591"
 102/06/26,"9,915,925","531,376,780",53.60,53.80,53.30,53.70,+0.70,"3,696"
 102/06/27,"22,275,200","1,205,472,258",54.05,54.35,53.90,54.35,+0.65,"3,704"
 102/06/28,"13,714,432","751,100,239",54.40,55.10,54.30,55.10,+0.75,"3,458"
