"10303る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 103/03/03,"8,020,935","463,398,140",57.80,58.15,57.50,57.95,-0.35,"1,774"
 103/03/04,"6,185,686","357,739,238",57.90,58.00,57.70,57.70,-0.25,"1,815"
 103/03/05,"6,901,618","402,695,756",58.20,58.45,58.20,58.30,+0.60,"2,290"
 103/03/06,"26,226,639","1,543,672,801",58.35,59.20,58.35,59.15,+0.85,"5,539"
 103/03/07,"30,394,804","1,808,621,977",59.30,59.80,59.30,59.40,+0.25,"4,273"
 103/03/10,"7,930,817","468,535,003",59.30,59.40,58.95,59.05,-0.35,"2,428"
 103/03/11,"4,967,719","294,581,577",59.25,59.45,59.15,59.35,+0.30,939
 103/03/12,"2,671,739","157,215,101",58.85,59.00,58.75,58.80,-0.55,780
 103/03/13,"25,692,825","1,533,321,519",59.25,59.80,59.25,59.75,+0.95,"5,067"
 103/03/14,"13,449,615","796,078,253",59.15,59.30,59.10,59.15,-0.60,"2,387"
 103/03/17,"8,983,182","529,913,736",59.15,59.20,58.90,59.05,-0.10,"1,192"
 103/03/18,"14,863,279","882,016,725",59.40,59.50,59.20,59.40,+0.35,"1,425"
 103/03/19,"9,855,394","583,117,233",59.40,59.45,58.95,59.25,-0.15,"1,261"
 103/03/20,"18,482,909","1,079,233,363",58.70,58.70,58.30,58.50,-0.75,"3,326"
 103/03/21,"4,142,984","242,514,600",58.65,58.65,58.40,58.50,0.00,"1,093"
 103/03/24,"11,346,270","663,112,880",58.45,58.65,58.25,58.65,+0.15,"1,385"
 103/03/25,"4,915,027","289,304,520",58.50,59.15,58.50,59.15,+0.50,"1,386"
 103/03/26,"9,980,170","594,390,452",59.45,59.70,59.35,59.70,+0.55,"1,903"
 103/03/27,"11,258,157","671,284,506",59.50,59.85,59.45,59.80,+0.10,"1,447"
 103/03/28,"20,164,890","1,208,961,939",59.85,60.10,59.80,59.90,+0.10,"2,586"
 103/03/31,"17,186,901","1,032,021,422",60.05,60.15,59.90,60.10,+0.20,"2,088"
