"9302る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/02/02,"5,168,000","249,750,440",48.53,48.56,48.01,48.30,-0.22,476
 93/02/03,"7,358,000","349,312,380",47.99,47.99,47.32,47.66,-0.64,827
 93/02/04,"4,757,000","225,761,190",47.50,47.59,47.35,47.45,-0.21,371
 93/02/05,"3,139,000","149,120,540",47.30,47.68,47.20,47.45,0.00,494
 93/02/06,"5,801,000","277,395,120",47.50,47.98,47.50,47.91,+0.46,521
 93/02/09,"4,237,000","205,081,810",48.00,48.60,48.00,48.50,+0.59,575
 93/02/10,"7,665,000","371,421,620",48.70,48.70,48.25,48.54,+0.04,542
 93/02/11,"5,264,000","254,721,750",48.50,48.50,48.26,48.37,-0.17,686
 93/02/12,"8,114,000","396,693,580",48.50,49.26,48.40,48.59,+0.22,849
 93/02/13,"6,138,000","301,275,790",48.61,49.47,48.60,49.46,+0.87,664
 93/02/16,"4,154,000","204,417,200",49.46,49.46,49.04,49.20,-0.26,436
 93/02/17,"4,645,000","228,974,460",49.21,49.50,49.16,49.50,+0.30,336
 93/02/18,"4,018,000","198,896,410",49.55,49.70,49.32,49.53,+0.03,450
 93/02/19,"6,123,000","305,214,950",49.57,50.10,49.57,50.00,+0.47,544
 93/02/20,"1,270,000","63,411,080",50.00,50.05,49.70,50.00,0.00,345
 93/02/23,"2,001,000","99,310,800",49.95,50.00,49.50,49.56,-0.44,264
 93/02/24,"3,957,000","195,271,180",49.20,49.62,49.16,49.45,-0.11,296
 93/02/25,"3,115,000","154,273,720",49.40,49.62,49.36,49.60,+0.15,356
 93/02/26,"6,234,000","311,464,670",49.75,50.05,49.70,49.80,+0.20,387
 93/02/27,"9,139,000","460,315,100",50.00,50.60,50.00,50.55,+0.75,478
