"9906る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 99/06/01,"5,340,983","266,323,650",50.00,50.20,49.60,49.83,-0.27,"1,366"
 99/06/02,"8,608,494","425,075,982",49.52,49.83,48.80,49.05,-0.78,"1,985"
 99/06/03,"5,437,137","272,097,302",49.80,50.20,49.75,50.20,+1.15,"1,512"
 99/06/04,"3,336,979","166,897,096",50.20,50.20,49.94,50.05,-0.15,613
 99/06/07,"15,955,142","773,811,848",48.85,48.85,48.30,48.74,-1.31,"3,896"
 99/06/08,"6,856,351","332,880,063",48.70,48.70,48.31,48.56,-0.18,"1,739"
 99/06/09,"7,602,297","366,848,778",48.50,48.65,47.95,48.18,-0.38,"2,345"
 99/06/10,"5,685,546","275,853,354",48.18,48.89,48.18,48.85,+0.67,"1,462"
 99/06/11,"5,728,310","284,381,414",49.69,49.76,49.46,49.62,+0.77,"1,817"
 99/06/14,"5,855,818","294,057,725",50.20,50.40,50.05,50.35,+0.73,"1,489"
 99/06/15,"7,668,725","387,384,443",50.35,51.10,50.15,50.70,+0.35,"1,564"
 99/06/17,"5,964,793","304,638,509",51.10,51.25,50.85,51.05,+0.35,"1,361"
 99/06/18,"3,037,985","154,626,975",51.05,51.15,50.65,50.90,-0.15,874
 99/06/21,"15,785,339","818,409,028",51.50,52.00,51.35,52.00,+1.10,"2,329"
 99/06/22,"5,261,509","272,219,434",51.90,51.90,51.65,51.70,-0.30,794
 99/06/23,"7,660,178","392,740,924",51.35,51.50,51.05,51.15,-0.55,948
 99/06/24,"5,788,482","296,866,719",51.15,51.40,51.10,51.30,+0.15,683
 99/06/25,"6,622,506","335,766,695",50.75,51.00,50.50,50.60,-0.70,"1,417"
 99/06/28,"3,671,696","186,573,946",50.70,50.95,50.60,50.80,+0.20,528
 99/06/29,"11,618,887","591,997,338",51.00,51.45,50.40,50.50,-0.30,"1,417"
 99/06/30,"13,175,754","651,633,382",49.55,49.69,49.28,49.55,-0.95,"2,103"
