"10210る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/10/01,"15,431,775","882,515,976",57.00,57.30,57.00,57.15,0.00,"1,054"
 102/10/02,"11,303,711","648,114,852",57.50,57.50,57.25,57.35,+0.20,644
 102/10/03,"23,774,643","1,387,027,242",57.50,58.80,57.45,58.55,+1.20,"4,248"
 102/10/04,"16,689,318","974,553,372",58.50,58.55,58.25,58.45,-0.10,"2,365"
 102/10/07,"4,869,744","282,120,552",58.15,58.15,57.85,57.90,-0.55,"1,346"
 102/10/08,"9,440,826","549,339,920",57.85,58.45,57.80,58.35,+0.45,"1,454"
 102/10/09,"6,006,272","349,660,364",58.10,58.35,58.00,58.20,-0.15,"1,473"
 102/10/11,"9,045,228","530,474,251",58.85,58.95,58.40,58.45,+0.25,"2,197"
 102/10/14,"6,623,978","385,079,299",58.40,58.40,57.95,58.00,-0.45,"1,463"
 102/10/15,"8,042,634","470,229,772",58.45,58.60,58.30,58.50,+0.50,"2,213"
 102/10/16,"7,029,103","410,205,350",58.45,58.60,58.25,58.25,-0.25,"1,844"
 102/10/17,"5,062,547","296,652,655",58.65,58.85,58.45,58.55,+0.30,"1,332"
 102/10/18,"14,818,570","872,614,980",58.65,59.10,58.65,59.05,+0.50,"3,248"
 102/10/21,"6,552,193","386,605,237",59.05,59.15,58.85,59.00,-0.05,"1,722"
 102/10/22,"7,199,462","424,384,758",58.80,59.10,58.60,59.00,0.00,"1,907"
 102/10/23,"8,639,415","508,499,416",59.10,59.10,58.60,58.70,-0.30,"1,854"
 102/10/24,"7,935,549","455,537,474",57.70,57.70,57.15,57.55,X0.00,"2,173"
 102/10/25,"11,177,175","638,101,042",57.35,57.35,56.85,57.10,-0.45,"3,667"
 102/10/28,"6,936,708","398,366,820",57.15,57.65,57.10,57.50,+0.40,"1,736"
 102/10/29,"5,790,985","333,532,119",57.45,57.80,57.30,57.75,+0.25,"1,313"
 102/10/30,"4,375,748","252,901,791",57.80,57.90,57.65,57.90,+0.15,"1,240"
 102/10/31,"6,045,775","349,993,250",57.85,58.05,57.60,57.90,0.00,"1,492"
