"9603る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 96/03/01,"18,630,100","1,045,615,075",56.50,56.75,55.75,56.05,-1.70,"2,398"
 96/03/02,"10,259,500","571,108,375",55.55,55.90,55.35,55.70,-0.35,"3,383"
 96/03/03,"6,955,000","384,423,800",55.10,55.50,55.05,55.35,-0.35,876
 96/03/05,"16,348,360","883,171,226",54.75,55.00,53.05,53.45,-1.90,"2,375"
 96/03/06,"6,736,500","362,450,850",53.55,54.20,53.50,54.00,+0.55,955
 96/03/07,"6,500,780","353,039,554",54.35,54.55,54.05,54.30,+0.30,915
 96/03/08,"4,607,968","251,581,289",54.35,54.95,54.35,54.95,+0.65,753
 96/03/09,"2,197,150","120,588,425",55.00,55.15,54.75,54.75,-0.20,376
 96/03/12,"3,100,287","171,025,707",55.00,55.35,54.80,55.30,+0.55,454
 96/03/13,"4,187,100","232,915,675",55.35,55.80,55.35,55.80,+0.50,650
 96/03/14,"4,769,100","261,144,350",54.80,54.95,54.60,54.95,-0.85,757
 96/03/15,"3,811,500","212,065,699",55.10,55.90,55.10,55.75,+0.80,721
 96/03/16,"3,308,050","184,700,490",55.70,56.05,55.60,55.85,+0.10,638
 96/03/19,"5,501,513","308,363,641",56.00,56.25,55.70,56.00,+0.15,503
 96/03/20,"2,572,000","144,689,000",56.15,56.35,56.15,56.15,+0.15,409
 96/03/21,"2,066,050","116,213,960",56.25,56.35,56.15,56.25,+0.10,814
 96/03/22,"6,557,280","372,942,342",56.85,57.05,56.75,56.90,+0.65,801
 96/03/23,"6,675,000","380,137,900",56.80,57.15,56.60,56.70,-0.20,540
 96/03/26,"2,386,000","136,039,550",57.00,57.15,56.85,57.10,+0.40,380
 96/03/27,"3,919,000","223,815,400",57.10,57.45,56.65,56.90,-0.20,566
 96/03/28,"3,977,000","223,574,600",57.10,57.10,55.80,56.25,-0.65,657
 96/03/29,"2,168,000","121,849,100",55.80,56.60,55.70,56.55,+0.30,313
 96/03/30,"2,547,000","143,604,600",56.55,56.65,56.20,56.45,-0.10,222
