"10003る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/03/01,"8,004,474","478,921,341",59.70,60.05,59.50,59.95,+0.45,"1,312"
 100/03/02,"22,951,405","1,369,550,526",59.45,59.90,59.40,59.45,-0.50,"2,063"
 100/03/03,"28,035,273","1,677,337,723",59.55,60.30,59.50,60.20,+0.75,"2,050"
 100/03/04,"12,108,845","733,065,374",60.50,60.70,60.40,60.65,+0.45,"1,684"
 100/03/07,"14,594,851","877,235,791",60.50,60.50,60.00,60.20,-0.45,"1,036"
 100/03/08,"2,590,968","156,203,008",60.05,60.40,60.05,60.25,+0.05,497
 100/03/09,"11,164,223","672,707,820",60.55,60.65,60.00,60.20,-0.05,"1,133"
 100/03/10,"8,147,795","485,401,841",60.15,60.25,59.30,59.50,-0.70,"1,786"
 100/03/11,"22,485,249","1,319,229,731",59.05,59.05,58.40,58.85,-0.65,"3,609"
 100/03/14,"28,008,968","1,633,885,762",58.60,58.90,57.65,58.80,-0.05,"3,148"
 100/03/15,"62,123,047","3,543,816,348",58.70,58.70,55.60,57.50,-1.30,"9,032"
 100/03/16,"20,893,632","1,202,366,209",58.00,58.05,57.25,57.30,-0.20,"3,615"
 100/03/17,"20,325,995","1,156,134,694",56.80,57.30,56.50,57.30,0.00,"2,690"
 100/03/18,"13,046,311","751,747,841",57.70,57.80,57.35,57.75,+0.45,"1,849"
 100/03/21,"18,789,367","1,093,702,948",57.90,58.50,57.80,58.10,+0.35,"2,210"
 100/03/22,"17,030,126","996,809,815",58.50,58.70,58.35,58.40,+0.30,"2,310"
 100/03/23,"13,061,205","763,909,130",58.40,58.65,58.15,58.50,+0.10,"1,335"
 100/03/24,"13,112,684","771,549,906",58.85,59.00,58.55,58.75,+0.25,"1,355"
 100/03/25,"12,811,822","759,378,107",59.05,59.65,59.05,59.35,+0.60,"2,377"
 100/03/28,"6,845,004","404,102,382",59.25,59.30,58.85,59.15,-0.20,991
 100/03/29,"5,977,627","353,260,287",58.90,59.30,58.75,59.25,+0.10,"1,010"
 100/03/30,"11,142,321","663,979,425",59.40,59.80,59.25,59.60,+0.35,"1,406"
 100/03/31,"8,065,305","479,324,432",59.50,59.70,59.10,59.55,-0.05,932
