"9405る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 94/05/03,"4,477,000","206,004,490",46.00,46.08,45.88,45.94,+0.16,352
 94/05/04,"6,009,000","275,281,870",45.89,45.90,45.70,45.80,-0.14,335
 94/05/05,"8,188,000","381,524,830",46.09,47.00,46.09,46.89,+1.09,950
 94/05/06,"3,542,000","165,999,540",46.89,47.02,46.70,46.91,+0.02,523
 94/05/09,"3,563,000","167,187,620",46.81,47.00,46.81,47.00,+0.09,325
 94/05/10,"3,324,000","156,195,530",47.00,47.04,46.86,47.00,0.00,390
 94/05/11,"6,348,000","296,462,060",46.80,46.80,46.58,46.80,-0.20,419
 94/05/12,"4,393,000","205,380,340",46.79,46.87,46.68,46.85,+0.05,299
 94/05/13,"7,232,000","341,466,780",46.85,47.37,46.85,47.20,+0.35,613
 94/05/16,"4,450,000","209,404,960",47.30,47.35,46.95,46.99,-0.21,347
 94/05/17,"6,966,000","325,316,680",47.00,47.05,46.47,46.47,-0.52,518
 94/05/18,"5,164,000","240,944,700",46.48,46.74,46.47,46.69,+0.22,343
 94/05/19,"14,027,000","637,807,870",45.63,45.63,45.26,45.38,X0.00,759
 94/05/20,"2,914,000","132,112,570",45.47,45.47,45.25,45.26,-0.12,314
 94/05/23,"2,562,000","114,658,420",45.25,45.25,44.60,44.67,-0.59,519
 94/05/24,"1,768,000","79,146,070",44.70,44.87,44.60,44.85,+0.18,302
 94/05/25,"4,213,000","189,326,100",44.98,45.20,44.65,44.74,-0.11,414
 94/05/26,"1,067,000","47,885,000",44.78,45.05,44.70,45.05,+0.31,233
 94/05/27,"5,165,000","234,473,770",45.36,45.50,45.21,45.44,+0.39,476
 94/05/30,"2,257,000","102,420,480",45.45,45.55,45.29,45.42,-0.02,237
 94/05/31,"6,571,000","298,850,400",45.35,45.64,45.32,45.51,+0.09,453
