"9809る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 98/09/01,"17,166,527","850,247,534",48.45,50.20,48.45,50.20,+1.75,"3,360"
 98/09/02,"10,416,765","521,897,631",49.70,50.40,49.70,50.20,0.00,"1,792"
 98/09/03,"13,229,446","665,856,191",50.05,50.80,49.85,50.45,+0.25,"1,803"
 98/09/04,"16,969,024","862,669,524",50.60,51.15,50.50,51.05,+0.60,"2,171"
 98/09/07,"13,449,317","692,003,607",51.15,51.80,51.15,51.80,+0.75,"1,978"
 98/09/08,"15,603,288","815,190,182",51.85,52.70,51.35,52.50,+0.70,"2,549"
 98/09/09,"8,853,890","463,439,639",52.40,52.55,52.00,52.05,-0.45,"1,770"
 98/09/10,"20,983,605","1,118,504,954",54.90,55.00,52.35,52.85,+0.80,"3,063"
 98/09/11,"7,475,377","392,841,781",52.50,52.75,52.40,52.50,-0.35,"1,315"
 98/09/14,"12,846,991","667,195,282",52.30,52.55,51.30,51.85,-0.65,"1,752"
 98/09/15,"17,322,446","904,640,003",51.90,52.60,51.80,52.45,+0.60,"1,486"
 98/09/16,"16,226,906","860,523,230",52.80,53.30,52.70,53.20,+0.75,"2,015"
 98/09/17,"17,825,771","950,432,697",53.50,53.60,53.10,53.15,-0.05,"1,858"
 98/09/18,"14,766,440","785,455,807",52.95,53.40,52.95,53.30,+0.15,"1,272"
 98/09/21,"15,894,130","845,078,236",53.30,53.70,52.65,53.15,-0.15,"1,397"
 98/09/22,"8,365,932","444,212,276",53.15,53.25,52.80,52.95,-0.20,972
 98/09/23,"18,284,646","968,475,516",52.90,53.55,52.35,52.70,-0.25,"1,876"
 98/09/24,"13,806,169","721,126,398",52.60,52.70,51.60,52.00,-0.70,"2,029"
 98/09/25,"8,704,195","452,734,515",51.75,52.35,51.60,52.35,+0.35,"1,306"
 98/09/28,"4,004,217","207,139,634",52.10,52.20,51.45,51.80,-0.55,"1,246"
 98/09/29,"10,111,013","533,229,539",52.45,53.00,52.40,52.85,+1.05,"1,757"
 98/09/30,"11,654,453","622,532,750",52.95,53.85,52.95,53.30,+0.45,"1,850"
