"10109る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/09/03,"7,153,672","379,685,388",52.70,53.25,52.70,53.15,+0.40,"1,677"
 101/09/04,"7,304,539","387,906,709",53.15,53.30,53.00,53.05,-0.10,787
 101/09/05,"5,020,171","263,425,938",52.90,52.90,52.35,52.35,-0.70,"1,816"
 101/09/06,"5,866,731","305,950,489",52.30,52.50,51.90,52.15,-0.20,"1,469"
 101/09/07,"7,668,229","406,456,587",53.10,53.20,52.80,52.95,+0.80,"1,654"
 101/09/10,"8,807,199","468,548,644",52.95,53.35,52.90,53.35,+0.40,"1,494"
 101/09/11,"8,196,917","437,511,851",53.35,53.50,53.25,53.30,-0.05,"1,189"
 101/09/12,"21,342,647","1,152,027,183",53.75,54.15,53.75,54.05,+0.75,"3,689"
 101/09/13,"11,501,332","623,340,689",54.20,54.30,54.05,54.15,+0.10,"1,925"
 101/09/14,"35,619,400","1,967,238,249",54.80,55.60,54.80,55.50,+1.35,"6,519"
 101/09/17,"20,149,767","1,120,483,476",55.50,55.80,55.35,55.60,+0.10,"3,678"
 101/09/18,"17,291,813","958,882,636",55.50,55.60,55.25,55.40,-0.20,"2,131"
 101/09/19,"20,680,374","1,148,672,138",55.45,55.75,55.35,55.65,+0.25,"2,538"
 101/09/20,"12,362,843","684,405,295",55.55,55.65,55.10,55.25,-0.40,"2,088"
 101/09/21,"11,670,115","647,385,703",55.35,55.60,55.35,55.45,+0.20,"1,544"
 101/09/24,"15,113,535","834,210,593",55.30,55.70,54.95,55.50,+0.05,"1,441"
 101/09/25,"7,763,669","430,402,673",55.60,55.65,55.25,55.30,-0.20,"1,106"
 101/09/26,"5,912,990","324,390,821",54.90,55.15,54.75,54.90,-0.40,"1,406"
 101/09/27,"4,809,219","264,439,783",54.80,55.15,54.80,55.10,+0.20,"1,134"
 101/09/28,"4,580,522","252,268,059",55.25,55.35,54.80,55.15,+0.05,949
