"9910る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 99/10/01,"10,251,240","591,071,233",57.90,57.90,57.50,57.75,+0.05,676
 99/10/04,"16,884,537","977,435,810",57.85,58.10,57.75,57.75,0.00,"1,051"
 99/10/05,"10,535,220","602,863,693",57.50,57.55,57.05,57.40,-0.35,"1,195"
 99/10/06,"16,061,514","928,454,412",57.90,58.05,57.70,57.75,+0.35,"1,685"
 99/10/07,"8,858,857","512,636,756",57.85,57.95,57.70,57.95,+0.20,815
 99/10/08,"6,653,888","383,702,278",57.85,57.95,57.45,57.60,-0.35,583
 99/10/11,"8,951,527","513,264,484",57.60,57.60,56.90,56.95,-0.65,966
 99/10/12,"10,325,566","582,357,271",57.00,57.00,56.05,56.20,-0.75,"2,155"
 99/10/13,"4,624,403","260,715,371",56.35,56.55,56.15,56.55,+0.35,990
 99/10/14,"8,088,009","464,302,961",56.90,57.70,56.90,57.45,+0.90,"1,534"
 99/10/15,"2,622,520","150,561,344",57.50,57.60,57.30,57.35,-0.10,628
 99/10/18,"15,668,334","884,763,412",57.30,57.30,56.15,56.20,-1.15,"2,275"
 99/10/19,"13,750,940","770,667,917",56.20,56.20,55.85,56.05,-0.15,"1,608"
 99/10/20,"12,860,399","723,369,848",55.80,56.70,55.70,56.70,+0.65,"1,584"
 99/10/21,"11,522,575","653,928,650",56.80,56.95,56.55,56.75,+0.05,964
 99/10/22,"10,858,325","618,653,016",56.75,57.10,56.75,57.10,+0.35,"1,211"
 99/10/25,"16,646,194","926,060,163",55.50,56.15,55.10,56.10,X0.00,"2,029"
 99/10/26,"8,841,948","496,931,964",56.30,56.35,56.00,56.35,+0.25,"1,091"
 99/10/27,"5,394,936","303,010,188",56.50,56.65,55.85,56.05,-0.30,"1,107"
 99/10/28,"4,611,384","259,003,180",56.05,56.50,55.90,56.50,+0.45,957
 99/10/29,"7,155,507","401,298,561",56.20,56.35,55.90,56.00,-0.50,"1,028"
