"9902る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 99/02/01,"19,637,117","1,030,361,997",53.15,53.20,51.95,52.40,-0.60,"2,590"
 99/02/02,"11,987,878","625,747,966",52.95,52.95,51.60,51.85,-0.55,"2,350"
 99/02/03,"13,598,236","714,184,048",52.10,52.80,52.05,52.75,+0.90,"1,744"
 99/02/04,"5,940,528","312,541,875",52.75,52.85,52.35,52.55,-0.20,982
 99/02/05,"24,216,962","1,231,585,083",51.25,51.30,50.50,50.75,-1.80,"5,321"
 99/02/06,"20,632,533","1,049,372,801",50.80,51.30,50.30,51.20,+0.45,"2,283"
 99/02/08,"18,165,694","924,930,778",51.05,51.20,50.70,50.85,-0.35,"1,878"
 99/02/09,"11,269,571","578,396,177",50.85,51.65,50.75,51.55,+0.70,"2,082"
 99/02/10,"11,276,655","586,447,115",51.95,52.25,51.70,52.10,+0.55,"2,214"
 99/02/22,"11,224,937","594,117,801",53.05,53.15,52.60,52.60,+0.50,"2,098"
 99/02/23,"9,598,427","504,580,432",52.60,52.75,52.20,52.60,0.00,"1,240"
 99/02/24,"11,037,905","577,819,651",52.15,52.55,52.15,52.25,-0.35,"1,024"
 99/02/25,"20,470,988","1,062,022,326",52.25,52.30,51.35,51.65,-0.60,"2,193"
 99/02/26,"9,391,284","483,837,797",51.65,51.75,51.20,51.55,-0.10,"1,366"
