"9411る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 94/11/01,"1,990,000","90,620,520",45.60,45.70,45.40,45.52,+0.08,463
 94/11/02,"3,080,000","141,213,820",45.52,46.10,45.52,46.10,+0.58,577
 94/11/03,"2,579,000","119,126,950",46.10,46.40,45.93,46.22,+0.12,528
 94/11/04,"5,522,000","256,706,470",46.40,46.67,46.32,46.35,+0.13,623
 94/11/07,"3,794,000","176,032,520",46.40,46.55,46.25,46.32,-0.03,541
 94/11/08,"3,451,000","160,050,010",46.32,46.45,46.31,46.33,+0.01,310
 94/11/09,"7,795,000","364,984,600",46.33,47.20,46.27,47.13,+0.80,907
 94/11/10,"12,542,000","593,935,920",47.25,47.56,46.90,47.30,+0.17,880
 94/11/11,"16,057,000","767,795,350",47.80,47.98,47.55,47.97,+0.67,979
 94/11/14,"9,438,000","453,676,740",47.93,48.18,47.91,48.04,+0.07,656
 94/11/15,"3,895,000","186,037,930",48.04,48.04,47.31,47.62,-0.42,353
 94/11/16,"8,085,000","387,253,370",47.60,48.08,47.43,47.71,+0.09,472
 94/11/17,"2,684,000","127,638,220",47.80,47.89,47.01,47.49,-0.22,328
 94/11/18,"23,340,000","1,124,592,690",47.80,48.39,47.80,48.15,+0.66,"1,165"
 94/11/21,"14,418,000","697,577,350",48.25,48.50,48.18,48.19,+0.04,815
 94/11/22,"4,247,000","203,411,050",48.10,48.10,47.82,47.85,-0.34,306
 94/11/23,"8,194,000","394,322,620",47.85,48.36,47.85,48.28,+0.43,502
 94/11/24,"5,262,000","254,185,750",48.28,48.43,48.13,48.27,-0.01,263
 94/11/25,"6,680,000","323,031,300",48.10,48.42,48.10,48.27,0.00,282
 94/11/28,"17,847,000","869,701,320",48.33,49.05,48.33,49.05,+0.78,913
 94/11/29,"4,027,000","196,455,250",48.99,48.99,48.52,48.52,-0.53,328
 94/11/30,"4,813,000","234,155,840",48.52,48.88,48.52,48.79,+0.27,297
