"10012る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/12/01,"50,086,140","2,509,004,542",49.60,50.60,49.60,50.30,+2.22,"12,683"
 100/12/02,"11,022,944","549,622,522",50.10,50.25,49.60,49.82,-0.48,"3,499"
 100/12/05,"9,432,964","467,489,757",49.82,49.82,49.20,49.66,-0.16,"2,772"
 100/12/06,"14,698,444","719,937,774",49.50,49.50,48.67,48.69,-0.97,"5,428"
 100/12/07,"15,032,896","739,326,758",49.00,49.33,49.00,49.20,+0.51,"3,116"
 100/12/08,"14,793,377","720,228,258",49.01,49.01,48.40,48.86,-0.34,"4,111"
 100/12/09,"18,170,218","877,077,245",48.00,48.63,48.00,48.24,-0.62,"5,042"
 100/12/12,"12,180,038","595,325,732",48.94,49.09,48.63,48.80,+0.56,"2,920"
 100/12/13,"9,930,657","480,825,791",48.37,48.78,48.17,48.55,-0.25,"2,661"
 100/12/14,"5,907,825","286,097,012",48.54,48.60,48.17,48.59,+0.04,"1,733"
 100/12/15,"21,987,047","1,049,187,245",48.01,48.01,47.50,47.50,-1.09,"7,274"
 100/12/16,"15,182,560","723,476,010",47.65,47.81,47.45,47.70,+0.20,"3,098"
 100/12/19,"25,844,334","1,212,666,987",47.40,47.40,46.61,46.74,-0.96,"7,347"
 100/12/20,"7,949,766","374,290,634",47.05,47.27,46.91,47.00,+0.26,"2,779"
 100/12/21,"31,925,104","1,563,040,092",48.55,49.30,48.55,49.28,+2.28,"9,985"
 100/12/22,"17,260,445","849,273,785",49.27,49.32,48.99,49.16,-0.12,"4,669"
 100/12/23,"28,468,548","1,423,512,510",49.89,50.25,49.79,50.00,+0.84,"8,472"
 100/12/26,"11,437,678","571,147,240",50.00,50.05,49.80,49.95,-0.05,"3,007"
 100/12/27,"15,628,151","778,535,955",49.85,50.00,49.62,49.85,-0.10,"3,212"
 100/12/28,"13,472,332","669,505,147",49.75,49.87,49.52,49.57,-0.28,"2,542"
 100/12/29,"13,638,499","675,607,611",49.50,49.72,49.22,49.61,+0.04,"3,549"
 100/12/30,"19,591,026","975,739,189",50.00,50.15,49.59,49.81,+0.20,"3,238"
