"10209る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/09/02,"20,804,919","1,168,126,905",55.95,56.40,55.90,56.30,+0.45,"4,386"
 102/09/03,"20,556,239","1,163,846,548",56.60,56.70,56.40,56.65,+0.35,"3,910"
 102/09/04,"10,480,444","591,077,767",56.50,56.60,56.25,56.55,-0.10,"1,958"
 102/09/05,"21,411,913","1,215,478,542",56.70,56.95,56.55,56.90,+0.35,"3,594"
 102/09/06,"22,393,275","1,275,634,725",56.85,57.05,56.85,57.00,+0.10,"3,240"
 102/09/09,"17,058,581","973,707,355",57.00,57.30,56.70,57.20,+0.20,"3,490"
 102/09/10,"23,422,376","1,344,057,399",57.35,57.60,57.15,57.35,+0.15,"3,480"
 102/09/11,"20,577,058","1,180,087,008",57.50,57.50,57.10,57.50,+0.15,"3,196"
 102/09/12,"12,988,288","747,456,799",57.40,57.70,57.30,57.55,+0.05,"2,609"
 102/09/13,"5,616,027","321,689,664",57.50,57.60,57.10,57.10,-0.45,"1,447"
 102/09/14,"6,236,106","356,165,524",57.15,57.25,57.05,57.10,0.00,"1,068"
 102/09/16,"14,816,216","856,213,071",57.45,57.95,57.45,57.80,+0.70,"3,739"
 102/09/17,"6,240,628","359,786,428",57.50,57.75,57.50,57.75,-0.05,"1,343"
 102/09/18,"14,816,839","855,895,353",57.90,58.00,57.55,57.55,-0.20,"1,585"
 102/09/23,"10,272,430","594,937,074",57.55,58.15,57.50,58.00,+0.45,"2,144"
 102/09/24,"10,109,391","585,958,178",58.00,58.10,57.75,58.05,+0.05,"1,246"
 102/09/25,"4,177,369","241,141,358",58.00,58.00,57.60,57.80,-0.25,"1,038"
 102/09/26,"4,355,788","249,816,271",57.70,57.80,57.20,57.25,-0.55,"1,653"
 102/09/27,"4,768,533","273,846,827",57.40,57.55,57.35,57.40,+0.15,764
 102/09/30,"16,694,045","952,581,260",57.00,57.30,56.75,57.15,-0.25,"1,620"
