"9711る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 97/11/03,"26,268,521","952,647,347",36.54,36.91,35.35,36.69,+0.15,"7,013"
 97/11/04,"13,884,267","501,926,130",36.40,36.78,35.76,36.64,-0.05,"4,438"
 97/11/05,"23,301,781","854,797,516",37.00,37.29,36.03,36.80,+0.16,"5,119"
 97/11/06,"19,494,280","668,411,976",34.45,34.45,34.23,34.23,-2.57,"5,010"
 97/11/07,"21,622,371","725,498,202",32.60,34.67,32.56,34.39,+0.16,"5,179"
 97/11/10,"11,731,458","398,935,154",34.39,34.39,33.50,34.05,-0.34,"3,496"
 97/11/11,"12,042,693","403,242,609",33.25,34.02,33.18,33.46,-0.59,"3,213"
 97/11/12,"10,904,159","363,930,653",33.42,33.79,33.00,33.46,0.00,"2,871"
 97/11/13,"21,469,327","684,238,894",32.50,32.50,31.51,31.60,-1.86,"5,507"
 97/11/14,"13,096,165","423,165,163",32.80,32.80,31.84,32.00,+0.40,"3,518"
 97/11/17,"9,795,603","312,997,791",31.50,32.25,31.45,32.20,+0.20,"2,533"
 97/11/18,"18,895,288","588,303,747",31.36,31.50,30.77,30.90,-1.30,"4,640"
 97/11/19,"15,284,593","470,958,961",30.88,31.08,30.57,30.96,+0.06,"3,679"
 97/11/20,"21,771,526","647,673,170",30.00,30.11,29.40,29.50,-1.46,"6,838"
 97/11/21,"28,754,420","845,254,053",29.10,30.78,28.53,30.78,+1.28,"6,775"
 97/11/24,"26,078,846","774,979,100",30.45,30.45,29.30,29.96,-0.82,"5,962"
 97/11/25,"33,085,928","1,022,004,561",30.95,31.35,30.41,30.60,+0.64,"6,876"
 97/11/26,"12,095,076","373,229,276",30.87,31.13,30.58,30.95,+0.35,"2,936"
 97/11/27,"29,849,129","956,179,148",31.50,32.80,31.35,32.80,+1.85,"7,074"
 97/11/28,"27,444,145","878,935,654",32.50,32.50,31.74,32.13,-0.67,"5,225"
