"9708る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 97/08/01,"14,205,990","738,830,225",51.70,52.60,51.55,52.40,0.00,"2,757"
 97/08/04,"11,656,889","609,632,322",52.05,52.55,51.70,52.50,+0.10,"1,953"
 97/08/05,"24,810,628","1,281,593,136",52.65,52.70,51.20,51.40,-1.10,"4,287"
 97/08/06,"20,401,249","1,075,868,967",52.50,53.30,52.30,53.30,+1.90,"3,818"
 97/08/07,"12,118,900","644,966,229",53.00,53.60,52.85,53.05,-0.25,"2,446"
 97/08/08,"25,962,328","1,409,438,123",52.85,54.95,52.85,54.65,+1.60,"4,877"
 97/08/11,"22,807,923","1,266,096,206",55.10,55.80,55.10,55.60,+0.95,"3,934"
 97/08/12,"18,309,287","1,016,975,624",55.45,55.90,55.25,55.55,-0.05,"2,593"
 97/08/13,"12,751,408","704,821,041",55.25,55.65,54.70,55.35,-0.20,"2,471"
 97/08/14,"12,874,199","710,493,286",55.00,55.75,54.80,55.75,+0.40,"2,164"
 97/08/15,"16,726,140","920,702,930",55.80,55.90,54.20,54.40,-1.35,"2,955"
 97/08/18,"14,205,440","763,251,823",54.30,54.70,53.00,53.35,-1.05,"3,291"
 97/08/19,"13,420,230","705,158,902",51.85,53.15,51.85,52.90,-0.45,"3,141"
 97/08/20,"11,694,750","617,244,545",52.50,53.50,52.20,53.40,+0.50,"2,567"
 97/08/21,"8,820,000","465,220,788",53.15,53.15,52.50,52.55,-0.85,"2,021"
 97/08/22,"14,953,000","785,412,340",52.70,53.15,51.95,52.70,+0.15,"2,931"
 97/08/25,"10,229,227","546,161,001",53.10,53.85,52.80,53.70,+1.00,"2,533"
 97/08/26,"7,990,049","424,131,945",53.05,53.35,52.90,53.25,-0.45,"1,547"
 97/08/27,"15,164,570","819,897,001",53.25,54.45,53.00,54.10,+0.85,"2,602"
 97/08/28,"8,904,485","480,097,490",54.10,54.40,53.65,53.70,-0.40,"1,733"
 97/08/29,"11,704,725","630,097,677",54.30,54.30,53.35,53.65,-0.05,"1,938"
