"9509る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/09/01,"2,472,000","134,130,250",54.15,54.40,54.15,54.35,+0.10,348
 95/09/04,"17,456,000","961,182,950",54.80,55.35,54.80,55.05,+0.70,905
 95/09/05,"6,564,000","362,430,950",55.20,55.35,55.05,55.20,+0.15,445
 95/09/06,"7,442,000","408,149,350",54.80,55.20,54.45,54.75,-0.45,534
 95/09/07,"5,137,000","279,609,600",54.45,54.80,54.25,54.55,-0.20,341
 95/09/08,"4,207,000","230,505,400",54.55,55.00,54.25,54.70,+0.15,325
 95/09/11,"5,103,000","281,909,700",54.80,55.75,54.50,54.75,+0.05,705
 95/09/12,"2,144,000","116,572,000",54.50,54.70,54.15,54.15,-0.60,350
 95/09/13,"2,764,000","150,981,650",54.60,54.90,54.35,54.90,+0.75,342
 95/09/14,"4,405,000","240,437,900",55.00,55.10,54.05,54.60,-0.30,506
 95/09/15,"6,096,200","334,365,140",54.45,55.25,54.45,55.25,+0.65,472
 95/09/18,"16,751,000","946,623,000",56.10,56.95,56.00,56.90,+1.65,970
 95/09/19,"6,457,300","368,076,870",57.00,57.15,56.85,56.95,+0.05,616
 95/09/20,"4,731,300","267,535,750",56.75,56.80,56.35,56.60,-0.35,380
 95/09/21,"6,170,250","350,601,900",57.05,57.15,56.40,56.75,+0.15,404
 95/09/22,"2,027,000","114,325,750",56.40,56.55,56.30,56.45,-0.30,234
 95/09/25,"4,595,150","259,713,150",56.45,56.75,56.05,56.60,+0.15,354
 95/09/26,"6,097,000","346,261,550",57.00,57.05,56.55,56.60,0.00,385
 95/09/27,"5,838,000","332,807,400",57.05,57.10,56.85,57.00,+0.40,395
 95/09/28,"7,220,000","408,507,000",57.10,57.10,56.10,56.50,-0.50,569
 95/09/29,"7,964,000","449,256,500",56.60,56.60,56.05,56.35,-0.15,498
