"10103る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/03/01,"20,105,093","1,126,509,659",55.95,56.20,55.85,55.90,-0.10,"2,732"
 101/03/02,"9,084,860","506,340,458",56.00,56.10,55.55,55.60,-0.30,"1,494"
 101/03/03,"9,221,806","510,988,015",55.50,55.55,55.30,55.40,-0.20,"1,350"
 101/03/05,"17,881,179","981,912,838",55.30,55.35,54.80,54.85,-0.55,"2,770"
 101/03/06,"16,219,461","883,459,834",54.90,55.05,54.10,54.60,-0.25,"2,983"
 101/03/07,"11,160,667","605,163,704",54.00,54.50,54.00,54.40,-0.20,"1,509"
 101/03/08,"15,208,959","830,033,429",54.40,54.90,54.15,54.70,+0.30,"2,019"
 101/03/09,"12,918,735","708,020,242",54.70,55.05,54.45,54.95,+0.25,"1,680"
 101/03/12,"10,019,478","547,427,578",55.00,55.00,54.35,54.35,-0.60,"1,853"
 101/03/13,"18,507,456","1,018,488,014",54.60,55.30,54.60,55.10,+0.75,"2,204"
 101/03/14,"23,963,909","1,341,865,203",56.05,56.20,55.75,55.90,+0.80,"3,640"
 101/03/15,"7,323,511","407,920,549",55.75,55.90,55.50,55.65,-0.25,"1,224"
 101/03/16,"8,511,788","472,800,550",55.50,55.70,55.40,55.40,-0.25,"1,396"
 101/03/19,"13,386,685","737,058,667",55.45,55.65,54.80,55.25,-0.15,"1,368"
 101/03/20,"6,615,005","363,471,565",55.35,55.35,54.70,54.85,-0.40,"1,134"
 101/03/21,"7,561,144","415,736,421",54.85,55.20,54.80,54.85,0.00,"1,125"
 101/03/22,"12,651,661","702,269,084",54.95,55.75,54.95,55.60,+0.75,"2,142"
 101/03/23,"5,429,629","300,934,713",55.45,55.60,55.30,55.45,-0.15,741
 101/03/26,"9,786,648","535,418,890",55.00,55.25,54.45,54.55,-0.90,"2,187"
 101/03/27,"10,106,090","555,806,364",54.80,55.25,54.75,55.25,+0.70,"1,486"
 101/03/28,"12,034,547","667,844,058",55.45,55.85,55.20,55.45,+0.20,"1,798"
 101/03/29,"10,460,778","571,795,790",55.20,55.20,54.35,54.70,-0.75,"2,530"
 101/03/30,"8,895,286","485,424,630",54.50,54.90,54.20,54.90,+0.20,"1,591"
