"10111る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/11/01,"16,368,191","818,678,045",50.10,50.55,49.60,50.35,-0.05,"4,165"
 101/11/02,"7,148,546","361,768,393",50.70,50.70,50.50,50.70,+0.35,"1,722"
 101/11/05,"8,125,841","410,259,966",50.55,50.70,50.30,50.50,-0.20,"1,684"
 101/11/06,"9,619,098","486,789,898",50.65,50.95,50.40,50.90,+0.40,"1,633"
 101/11/07,"11,045,662","563,105,877",50.90,51.20,50.65,51.15,+0.25,"2,302"
 101/11/08,"9,785,443","495,392,872",50.60,50.75,50.50,50.75,-0.40,"1,959"
 101/11/09,"10,005,555","508,918,414",50.35,51.30,50.25,51.10,+0.35,"2,177"
 101/11/12,"7,505,345","383,046,645",51.30,51.30,50.85,50.90,-0.20,"2,015"
 101/11/13,"14,839,305","744,808,945",51.00,51.00,50.00,50.05,-0.85,"4,737"
 101/11/14,"7,656,400","383,171,812",49.95,50.25,49.82,50.15,+0.10,"2,128"
 101/11/15,"11,845,749","590,222,182",50.00,50.25,49.50,50.00,-0.15,"3,427"
 101/11/16,"13,698,858","684,772,855",49.95,50.35,49.78,49.94,-0.06,"2,788"
 101/11/19,"4,365,081","219,249,255",50.30,50.35,50.05,50.25,+0.31,"1,287"
 101/11/20,"4,985,835","251,375,954",50.70,50.70,50.25,50.35,+0.10,"1,411"
 101/11/21,"13,326,407","667,474,240",50.45,50.50,49.70,49.97,-0.38,"2,986"
 101/11/22,"7,869,548","395,166,379",50.30,50.35,50.10,50.20,+0.23,"1,231"
 101/11/23,"19,224,255","985,123,863",50.55,51.80,50.50,51.70,+1.50,"6,105"
 101/11/26,"13,124,224","684,437,782",51.80,52.30,51.80,52.20,+0.50,"4,681"
 101/11/27,"8,538,125","446,540,215",52.20,52.50,52.00,52.40,+0.20,"2,777"
 101/11/28,"4,523,801","236,735,081",52.40,52.50,52.20,52.45,+0.05,"1,537"
 101/11/29,"19,857,708","1,051,076,324",52.65,53.10,52.65,53.10,+0.65,"4,414"
 101/11/30,"29,758,835","1,591,443,347",53.10,53.70,53.00,53.55,+0.45,"5,492"
