"9612る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 96/12/03,"4,661,351","289,234,335",62.20,62.35,61.80,61.95,+0.15,782
 96/12/04,"3,797,500","236,280,850",62.00,62.55,61.65,62.55,+0.60,734
 96/12/05,"3,429,000","214,012,897",62.25,62.80,61.95,62.75,+0.20,958
 96/12/06,"5,679,380","358,828,267",63.30,63.60,62.60,62.80,+0.05,"1,127"
 96/12/07,"5,227,700","331,613,415",63.25,63.70,63.25,63.40,+0.60,938
 96/12/10,"3,741,840","233,931,420",62.90,63.00,62.00,62.00,-1.40,"1,098"
 96/12/11,"4,866,455","302,511,818",62.05,62.40,61.85,62.35,+0.35,789
 96/12/12,"9,754,250","595,528,724",61.15,61.40,60.75,61.25,-1.10,"1,957"
 96/12/13,"14,173,466","847,717,726",60.90,60.95,58.70,58.70,-2.55,"3,760"
 96/12/14,"17,124,429","991,695,661",58.70,58.75,56.90,58.40,-0.30,"3,839"
 96/12/17,"9,460,379","543,377,267",58.00,58.30,56.70,56.70,-1.70,"2,583"
 96/12/18,"12,752,850","727,891,498",56.40,57.75,56.05,56.90,+0.20,"2,488"
 96/12/19,"7,474,564","433,813,963",57.15,58.50,57.15,58.50,+1.60,"1,799"
 96/12/20,"7,113,500","413,072,897",58.30,58.45,57.45,57.50,-1.00,"1,404"
 96/12/21,"8,151,550","475,557,789",57.90,58.80,57.50,58.75,+1.25,"1,757"
 96/12/24,"5,266,017","312,440,215",59.45,59.50,59.15,59.15,+0.40,"1,281"
 96/12/25,"2,685,415","159,652,794",59.45,59.60,59.25,59.60,+0.45,858
 96/12/26,"4,108,999","243,133,190",59.20,59.65,58.80,59.65,+0.05,860
 96/12/27,"11,024,049","668,468,669",59.70,61.05,59.70,60.90,+1.25,"2,049"
 96/12/28,"10,735,570","654,640,976",60.65,61.70,60.40,61.00,+0.10,"1,959"
 96/12/31,"2,883,481","176,988,556",61.05,61.70,61.05,61.45,+0.45,916
