"9810る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 98/10/01,"10,650,749","572,879,549",53.80,54.15,53.30,53.65,+0.35,"1,557"
 98/10/02,"10,643,988","563,040,095",52.80,53.10,52.60,52.70,-0.95,"2,008"
 98/10/05,"7,132,816","374,735,599",52.70,52.90,52.25,52.65,-0.05,"1,236"
 98/10/06,"10,299,486","549,159,293",52.65,53.65,52.65,53.60,+0.95,"1,947"
 98/10/07,"8,169,365","439,363,310",53.90,54.00,53.55,53.90,+0.30,"1,444"
 98/10/08,"7,843,212","419,634,738",53.90,54.00,53.00,53.05,-0.85,"1,598"
 98/10/09,"4,739,377","252,935,855",53.30,53.60,53.05,53.35,+0.30,"1,045"
 98/10/12,"5,733,166","306,040,573",53.50,53.80,53.00,53.60,+0.25,901
 98/10/13,"14,658,668","781,240,132",52.90,53.80,52.80,53.70,+0.10,"1,522"
 98/10/14,"14,213,944","770,045,493",53.85,54.45,53.80,54.35,+0.65,"2,078"
 98/10/15,"12,930,481","709,154,854",54.95,55.05,54.50,54.65,+0.30,"2,320"
 98/10/16,"8,121,474","443,340,710",54.65,54.80,54.45,54.65,0.00,"1,076"
 98/10/19,"7,933,071","433,151,479",54.15,54.85,54.15,54.85,+0.20,"1,142"
 98/10/20,"8,715,743","479,080,382",54.95,55.15,54.80,54.90,+0.05,"1,147"
 98/10/21,"7,140,476","389,352,729",54.80,54.90,54.25,54.50,-0.40,"1,073"
 98/10/22,"14,021,949","753,821,146",54.20,54.40,53.50,53.70,-0.80,"2,400"
 98/10/23,"10,271,675","546,041,054",53.20,53.35,52.95,53.25,X0.00,"1,242"
 98/10/26,"6,422,423","345,172,668",53.65,53.95,53.30,53.50,+0.25,"1,190"
 98/10/27,"6,731,658","356,978,949",53.15,53.40,52.75,53.40,-0.10,"1,482"
 98/10/28,"9,129,825","482,601,925",53.10,53.40,52.45,52.55,-0.85,"2,015"
 98/10/29,"22,847,985","1,173,142,795",51.80,51.85,50.60,51.55,-1.00,"4,954"
 98/10/30,"12,799,020","662,065,068",51.75,52.00,51.55,51.65,+0.10,"1,916"
