"10205る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/05/02,"15,919,943","899,914,379",56.35,56.65,56.35,56.55,+0.15,"2,684"
 102/05/03,"13,217,634","751,481,268",56.85,57.00,56.65,56.65,+0.10,"2,300"
 102/05/06,"8,575,588","488,875,027",57.00,57.15,56.90,56.90,+0.25,"2,033"
 102/05/07,"14,262,007","813,797,499",56.90,57.20,56.80,57.10,+0.20,"2,240"
 102/05/08,"21,793,386","1,258,269,249",57.20,58.10,57.20,57.85,+0.75,"4,030"
 102/05/09,"17,797,101","1,037,335,180",58.20,58.45,58.15,58.20,+0.35,"2,954"
 102/05/10,"9,240,965","535,856,639",58.10,58.15,57.85,57.90,-0.30,"1,698"
 102/05/13,"6,700,177","387,395,932",57.90,58.00,57.60,57.75,-0.15,"1,088"
 102/05/14,"10,934,122","634,102,226",58.00,58.25,57.75,57.90,+0.15,"1,790"
 102/05/15,"11,719,865","678,723,820",58.10,58.10,57.65,57.95,+0.05,"2,143"
 102/05/16,"32,187,846","1,888,455,526",58.50,58.90,58.40,58.70,+0.75,"4,533"
 102/05/17,"8,651,843","506,338,140",58.60,58.70,58.40,58.40,-0.30,"1,880"
 102/05/20,"7,993,319","466,046,373",58.30,58.50,58.10,58.30,-0.10,"1,449"
 102/05/21,"6,989,772","408,198,029",58.35,58.70,58.15,58.30,0.00,"1,187"
 102/05/22,"7,429,351","433,863,893",58.65,58.70,58.20,58.25,-0.05,"1,176"
 102/05/23,"14,865,840","854,334,512",57.90,58.00,57.00,57.00,-1.25,"3,514"
 102/05/24,"6,949,631","395,777,002",57.00,57.20,56.60,56.85,-0.15,"1,688"
 102/05/27,"3,285,598","187,924,976",56.80,57.35,56.80,57.35,+0.50,"1,116"
 102/05/28,"2,342,716","134,258,644",57.40,57.45,57.15,57.15,-0.20,754
 102/05/29,"7,988,608","460,199,379",57.35,57.80,57.35,57.65,+0.50,"1,178"
 102/05/30,"8,823,666","503,172,389",57.40,57.45,56.85,56.95,-0.70,"1,746"
 102/05/31,"9,240,119","528,579,918",57.50,57.70,56.80,56.95,0.00,"1,733"
