"10106る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/06/01,"13,961,446","689,000,920",49.85,49.85,49.10,49.15,-1.00,"4,151"
 101/06/04,"37,179,608","1,775,879,110",48.20,48.20,47.45,47.68,-1.47,"10,311"
 101/06/05,"9,722,549","469,561,821",48.42,48.45,48.04,48.30,+0.62,"3,003"
 101/06/06,"5,408,098","262,472,961",48.40,48.72,48.22,48.63,+0.33,"2,064"
 101/06/07,"6,003,935","293,399,154",49.10,49.12,48.63,48.74,+0.11,"2,293"
 101/06/08,"12,950,511","622,569,125",48.57,48.60,47.90,48.00,-0.74,"3,336"
 101/06/11,"8,363,770","409,171,910",48.86,49.07,48.65,48.99,+0.99,"2,170"
 101/06/12,"5,161,000","249,848,160",48.10,48.61,48.10,48.61,-0.38,"1,314"
 101/06/13,"3,990,825","194,038,682",48.61,48.83,48.46,48.71,+0.10,"1,485"
 101/06/14,"3,406,033","166,321,935",48.71,49.00,48.63,48.78,+0.07,"1,230"
 101/06/15,"6,219,720","305,647,702",48.78,49.40,48.68,49.40,+0.62,"1,968"
 101/06/18,"9,888,425","496,282,665",50.40,50.50,50.00,50.20,+0.80,"3,083"
 101/06/19,"7,268,598","363,095,397",50.00,50.10,49.86,49.91,-0.29,"1,385"
 101/06/20,"9,657,087","485,881,114",50.15,50.45,50.15,50.45,+0.54,"2,133"
 101/06/21,"4,587,460","229,558,989",50.20,50.30,49.88,50.15,-0.30,"1,334"
 101/06/22,"6,191,984","306,255,391",49.20,49.62,49.20,49.56,-0.59,"2,197"
 101/06/25,"7,112,729","349,548,894",49.04,49.29,49.03,49.20,-0.36,"1,899"
 101/06/26,"15,276,201","748,240,815",49.00,49.10,48.85,48.99,-0.21,"2,307"
 101/06/27,"7,521,013","370,467,369",48.88,49.50,48.86,49.45,+0.46,"1,437"
 101/06/28,"10,454,140","517,726,577",49.70,49.75,49.43,49.53,+0.08,"1,881"
 101/06/29,"13,651,507","681,895,217",49.48,50.30,49.35,50.20,+0.67,"2,362"
