"9408る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 94/08/01,"3,651,000","175,881,300",48.10,48.35,48.10,48.33,+0.16,183
 94/08/02,"7,106,000","345,248,190",48.33,49.03,48.33,48.94,+0.61,406
 94/08/03,"23,758,000","1,174,643,210",49.14,49.75,49.13,49.75,+0.81,940
 94/08/04,"3,398,000","168,976,280",49.75,49.85,49.54,49.76,+0.01,319
 94/08/08,"3,962,000","194,842,090",49.31,49.31,49.02,49.18,-0.58,279
 94/08/09,"6,962,000","340,872,670",49.14,49.17,48.86,49.03,-0.15,457
 94/08/10,"5,479,000","269,224,950",49.12,49.41,48.88,49.10,+0.07,298
 94/08/11,"2,989,000","146,484,150",48.98,49.10,48.82,49.05,-0.05,259
 94/08/12,"4,188,000","205,933,120",49.10,49.29,49.00,49.00,-0.05,239
 94/08/15,"12,786,000","616,891,330",48.94,48.94,47.90,47.92,-1.08,744
 94/08/16,"3,490,000","167,743,550",47.92,48.18,47.92,48.17,+0.25,289
 94/08/17,"1,720,000","82,789,220",47.90,48.28,47.86,48.23,+0.06,213
 94/08/18,"3,593,000","173,155,660",48.25,48.33,47.96,48.12,-0.11,415
 94/08/19,"6,392,000","304,042,120",47.98,47.98,47.47,47.57,-0.55,610
 94/08/22,"1,169,000","55,898,040",47.60,47.96,47.60,47.96,+0.39,220
 94/08/23,"2,791,000","133,879,020",47.95,48.03,47.85,47.99,+0.03,256
 94/08/24,"3,524,000","168,022,900",47.87,47.87,47.60,47.69,-0.30,300
 94/08/25,"6,655,000","316,320,430",47.30,47.79,47.25,47.55,-0.14,528
 94/08/26,"1,631,000","77,774,080",47.60,47.77,47.55,47.72,+0.17,151
 94/08/29,"15,288,000","719,868,940",47.55,47.58,46.80,46.85,-0.87,909
 94/08/30,"8,684,000","406,770,930",46.98,47.08,46.71,46.84,-0.01,411
 94/08/31,"9,373,000","438,115,780",46.80,47.01,46.52,46.70,-0.14,516
