"9309る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/09/01,"5,891,000","269,403,110",45.30,45.85,45.30,45.80,+0.65,614
 93/09/02,"2,231,000","101,876,580",45.80,45.84,45.51,45.62,-0.18,371
 93/09/03,"4,700,000","212,568,570",45.60,45.74,44.80,44.84,-0.78,837
 93/09/06,"5,569,000","248,779,220",44.70,44.95,44.46,44.93,+0.09,619
 93/09/07,"3,627,000","164,483,490",44.93,45.50,44.93,45.50,+0.57,635
 93/09/08,"4,244,000","193,465,830",45.51,45.75,45.32,45.47,-0.03,707
 93/09/09,"3,800,000","172,436,140",45.41,45.47,45.20,45.40,-0.07,331
 93/09/10,"4,468,000","203,623,150",45.49,45.75,45.30,45.45,+0.05,413
 93/09/13,"12,497,000","576,520,900",46.01,46.31,46.00,46.30,+0.85,926
 93/09/14,"8,103,000","375,773,280",46.31,46.58,46.15,46.30,0.00,577
 93/09/15,"7,410,000","340,022,990",46.15,46.19,45.60,45.76,-0.54,452
 93/09/16,"6,356,000","289,743,150",45.50,45.80,45.40,45.76,0.00,511
 93/09/17,"4,935,000","224,095,590",45.77,45.80,45.15,45.40,-0.36,429
 93/09/20,"7,416,000","338,583,940",45.43,45.84,45.40,45.60,+0.20,443
 93/09/21,"14,017,000","648,228,830",46.82,46.82,46.00,46.21,+0.61,857
 93/09/22,"10,730,000","497,142,470",46.32,46.43,46.15,46.33,+0.12,511
 93/09/23,"3,242,000","149,238,990",46.00,46.20,45.93,46.20,-0.13,394
 93/09/24,"3,346,000","153,045,030",46.08,46.20,45.40,45.40,-0.80,540
 93/09/27,"1,312,000","59,474,020",45.40,45.50,45.20,45.40,0.00,323
 93/09/29,"2,958,000","134,371,930",45.30,45.56,45.30,45.39,-0.01,340
 93/09/30,"5,675,000","259,507,260",45.70,45.89,45.45,45.60,+0.21,533
