"9907る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 99/07/01,"12,171,412","598,925,476",49.55,49.55,49.01,49.19,-0.36,"1,673"
 99/07/02,"6,189,985","306,435,885",49.10,49.79,49.08,49.49,+0.30,"1,237"
 99/07/05,"3,757,987","188,215,802",49.73,50.50,49.60,50.50,+1.01,"1,160"
 99/07/06,"9,876,231","501,829,564",50.00,51.40,50.00,51.40,+0.90,"1,664"
 99/07/07,"4,454,538","228,305,197",51.35,51.40,51.10,51.30,-0.10,968
 99/07/08,"12,063,519","626,395,638",51.90,52.05,51.65,52.05,+0.75,"2,120"
 99/07/09,"8,071,916","421,087,043",51.90,52.40,51.90,52.35,+0.30,"1,379"
 99/07/12,"8,957,644","471,535,888",52.40,52.95,52.30,52.30,-0.05,"1,670"
 99/07/13,"5,571,002","291,326,247",52.40,52.60,52.00,52.15,-0.15,873
 99/07/14,"15,527,125","822,810,995",52.90,53.15,52.80,53.15,+1.00,"2,280"
 99/07/15,"11,031,463","585,963,845",52.95,53.25,52.80,53.25,+0.10,"1,260"
 99/07/16,"9,053,830","479,369,990",53.15,53.15,52.70,52.90,-0.35,954
 99/07/19,"16,805,234","883,950,631",52.25,52.85,52.20,52.75,-0.15,"1,333"
 99/07/20,"8,231,750","436,781,969",52.75,53.35,52.55,53.20,+0.45,"1,335"
 99/07/21,"8,043,673","427,477,948",53.20,53.35,52.85,52.90,-0.30,949
 99/07/22,"4,262,316","225,261,775",52.90,53.05,52.60,52.95,+0.05,545
 99/07/23,"18,699,497","999,076,702",53.10,53.70,53.10,53.70,+0.75,"2,191"
 99/07/26,"9,746,755","524,481,346",53.70,53.95,53.65,53.85,+0.15,"1,174"
 99/07/27,"5,528,824","297,139,847",53.90,53.90,53.55,53.60,-0.25,811
 99/07/28,"13,670,939","736,377,612",53.60,54.10,53.50,54.05,+0.45,"1,140"
 99/07/29,"10,327,345","557,556,880",53.95,54.15,53.80,54.10,+0.05,"1,045"
 99/07/30,"7,817,682","420,410,866",53.90,54.05,53.50,53.90,-0.20,"1,326"
