"9304る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/04/01,"4,722,000","230,197,700",49.30,49.30,48.40,48.70,-0.29,622
 93/04/02,"1,968,000","96,493,740",49.00,49.20,48.90,48.91,+0.21,307
 93/04/05,"5,805,000","288,708,240",49.50,50.50,49.19,50.00,+1.09,668
 93/04/06,"3,052,000","153,128,790",50.20,50.45,49.90,49.92,-0.08,441
 93/04/07,"797,000","39,784,360",49.93,49.98,49.80,49.87,-0.05,204
 93/04/08,"3,677,000","183,962,470",49.90,50.10,49.90,50.10,+0.23,275
 93/04/09,"1,493,000","74,283,700",49.90,49.90,49.60,49.80,-0.30,314
 93/04/12,"8,506,000","431,238,900",50.05,51.05,50.05,50.95,+1.15,725
 93/04/13,"4,769,000","242,874,600",50.95,51.10,50.70,50.85,-0.10,358
 93/04/14,"7,859,000","400,888,050",50.35,51.40,50.35,51.40,+0.55,463
 93/04/15,"13,174,000","673,202,600",51.40,51.60,50.35,50.40,-1.00,600
 93/04/16,"12,879,000","655,913,850",50.40,51.35,50.35,51.15,+0.75,517
 93/04/19,"5,415,000","276,703,050",51.20,51.30,50.85,50.90,-0.25,347
 93/04/20,"8,261,000","422,935,700",51.50,51.50,50.90,50.90,0.00,609
 93/04/21,"5,493,000","281,252,450",50.80,51.35,50.80,51.25,+0.35,244
 93/04/22,"11,949,000","617,793,600",51.40,52.20,50.30,50.50,-0.75,723
 93/04/23,"6,594,000","335,720,450",50.70,51.15,50.70,50.80,+0.30,376
 93/04/26,"2,449,000","124,846,600",50.80,51.15,50.80,50.90,+0.10,224
 93/04/27,"2,429,000","122,460,350",50.90,50.90,50.10,50.40,-0.50,445
 93/04/28,"3,648,000","182,577,450",50.40,50.55,49.80,49.95,-0.45,451
 93/04/29,"6,398,000","312,929,040",49.58,49.70,48.38,48.69,-1.26,"1,129"
 93/04/30,"31,243,000","1,466,449,980",48.35,48.50,45.80,47.50,-1.19,"2,285"
