"9305る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/05/03,"13,192,000","611,433,900",47.10,47.10,45.90,45.95,-1.55,"1,386"
 93/05/04,"5,530,000","257,352,020",46.30,47.00,46.06,47.00,+1.05,972
 93/05/05,"7,810,000","356,041,070",47.10,47.10,44.70,44.70,-2.30,"1,399"
 93/05/06,"6,536,000","295,386,370",45.50,45.70,44.65,45.30,+0.60,893
 93/05/07,"5,232,000","238,236,140",45.00,45.90,45.00,45.75,+0.45,557
 93/05/10,"6,852,000","306,414,880",45.15,45.15,44.40,44.60,-1.15,859
 93/05/11,"6,260,000","277,099,650",44.60,45.10,43.70,44.72,+0.12,939
 93/05/12,"2,610,000","118,837,360",45.37,45.75,45.20,45.50,+0.78,687
 93/05/13,"2,392,000","107,800,100",45.30,45.35,44.80,45.00,-0.50,435
 93/05/14,"3,577,000","159,089,360",45.30,45.42,44.10,44.10,-0.90,687
 93/05/17,"17,932,000","748,123,560",43.51,43.51,41.02,41.02,-3.08,"2,083"
 93/05/18,"8,184,000","342,546,610",41.10,42.55,41.10,41.70,+0.68,"1,342"
 93/05/19,"10,694,000","472,299,050",43.40,44.61,42.70,44.61,+2.91,"1,340"
 93/05/20,"13,113,000","584,407,650",44.20,45.35,43.85,44.50,-0.11,"1,649"
 93/05/21,"6,032,000","272,521,560",44.50,45.59,44.11,45.21,+0.71,"1,164"
 93/05/24,"3,770,000","170,318,430",45.00,45.69,44.50,45.12,-0.09,757
 93/05/25,"4,675,000","211,346,530",45.00,45.60,44.65,44.95,-0.17,745
 93/05/26,"6,749,000","310,936,460",46.49,46.49,45.77,45.95,+1.00,867
 93/05/27,"2,306,000","105,840,160",46.00,46.10,45.76,45.95,0.00,455
 93/05/28,"1,952,000","90,180,870",46.15,46.30,46.10,46.30,+0.35,499
 93/05/31,"3,244,000","148,147,100",46.30,46.31,45.30,45.35,-0.95,620
