"9410る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 94/10/03,"6,399,000","304,448,760",47.60,47.69,47.32,47.69,+0.24,600
 94/10/04,"3,560,000","170,119,410",47.75,47.96,47.60,47.86,+0.17,385
 94/10/05,"3,537,000","169,357,770",47.82,48.00,47.68,47.71,-0.15,393
 94/10/06,"2,495,000","118,258,220",47.50,47.50,47.34,47.47,-0.24,278
 94/10/07,"1,211,000","57,472,960",47.30,47.68,47.30,47.40,-0.07,183
 94/10/11,"1,282,000","60,764,530",47.40,47.60,47.26,47.40,0.00,171
 94/10/12,"11,191,000","523,612,570",47.26,47.26,46.58,46.65,-0.75,817
 94/10/13,"8,743,000","404,379,690",46.40,46.40,46.12,46.40,-0.25,636
 94/10/14,"2,597,000","120,477,230",46.49,46.53,46.28,46.40,0.00,370
 94/10/17,"14,771,000","676,470,690",46.50,46.50,45.38,45.42,-0.98,"1,309"
 94/10/18,"6,090,000","276,756,430",45.50,45.70,45.31,45.50,+0.08,592
 94/10/19,"14,835,000","661,572,110",45.20,45.20,44.10,44.24,-1.26,"1,795"
 94/10/20,"7,610,000","337,658,670",44.38,44.79,43.93,44.79,+0.55,964
 94/10/21,"2,863,000","127,660,610",44.35,44.78,44.18,44.60,-0.19,405
 94/10/24,"4,624,000","206,606,320",44.73,44.80,44.45,44.57,-0.03,429
 94/10/25,"3,204,000","144,298,450",45.20,45.27,44.83,44.84,+0.27,423
 94/10/26,"5,327,000","237,666,230",44.80,44.80,44.40,44.71,-0.13,522
 94/10/27,"5,047,000","224,499,000",44.57,44.80,44.20,44.60,-0.11,463
 94/10/28,"5,717,000","253,959,900",44.56,44.70,44.15,44.50,-0.10,537
 94/10/31,"2,693,000","120,908,280",44.70,45.44,44.60,45.44,+0.94,530
