"9712る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 97/12/01,"24,075,245","781,538,104",32.00,32.90,31.75,32.50,+0.37,"5,991"
 97/12/02,"19,782,320","609,118,972",30.60,31.09,30.50,30.60,-1.90,"5,841"
 97/12/03,"15,595,912","479,987,722",31.00,31.09,30.50,30.50,-0.10,"4,561"
 97/12/04,"19,252,466","585,554,788",30.80,30.92,29.95,30.01,-0.49,"5,094"
 97/12/05,"12,093,833","364,572,753",30.08,30.41,29.95,30.18,+0.17,"3,162"
 97/12/08,"22,998,985","728,043,417",30.78,32.29,30.70,32.29,+2.11,"6,601"
 97/12/09,"28,539,074","923,864,242",32.55,32.70,32.13,32.29,0.00,"6,308"
 97/12/10,"34,139,590","1,138,060,026",32.29,34.19,32.26,34.19,+1.90,"8,501"
 97/12/11,"25,363,285","857,314,614",34.05,34.05,33.51,33.80,-0.39,"5,247"
 97/12/12,"32,433,647","1,056,452,516",33.33,33.50,31.53,32.00,-1.80,"8,016"
 97/12/15,"27,730,542","930,162,981",33.45,33.98,33.11,33.51,+1.51,"5,964"
 97/12/16,"24,874,942","821,674,870",33.00,33.51,32.77,33.51,0.00,"3,677"
 97/12/17,"26,898,272","912,777,889",34.00,34.23,33.50,33.67,+0.16,"6,404"
 97/12/18,"13,708,580","462,564,750",34.00,34.00,33.50,33.79,+0.12,"2,814"
 97/12/19,"19,703,224","662,606,451",33.55,33.99,33.26,33.82,+0.03,"3,872"
 97/12/22,"16,924,315","565,451,675",33.95,34.07,32.65,32.65,-1.17,"4,958"
 97/12/23,"19,216,606","611,659,116",32.60,32.65,31.30,31.75,-0.90,"6,262"
 97/12/24,"11,335,342","357,249,955",31.30,31.90,31.05,31.80,+0.05,"3,308"
 97/12/25,"6,534,434","207,304,410",31.80,31.88,31.51,31.83,+0.03,"1,738"
 97/12/26,"9,612,823","305,861,675",31.75,32.10,31.53,31.85,+0.02,"2,485"
 97/12/29,"7,118,084","225,274,409",31.75,31.80,31.50,31.80,-0.05,"2,020"
 97/12/30,"17,416,921","571,235,528",32.10,33.29,32.04,33.16,+1.36,"4,977"
 97/12/31,"11,538,329","381,048,172",33.30,33.33,32.70,32.87,-0.29,"3,362"
