"9607る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 96/07/02,"5,579,100","363,814,130",65.00,65.60,64.85,65.60,+0.60,316
 96/07/03,"4,658,063","308,382,475",66.05,66.30,66.00,66.30,+0.70,530
 96/07/04,"9,735,000","648,866,750",66.65,66.90,66.35,66.80,+0.50,712
 96/07/05,"9,408,244","629,553,393",66.90,67.15,66.75,67.15,+0.35,605
 96/07/06,"9,029,200","605,807,380",67.15,67.25,66.90,67.00,-0.15,691
 96/07/09,"13,392,689","906,941,949",67.45,68.60,67.30,68.60,+1.60,826
 96/07/10,"3,883,401","266,337,327",69.00,69.00,68.20,68.65,+0.05,574
 96/07/11,"4,321,550","293,772,556",68.20,68.30,67.85,67.85,-0.80,695
 96/07/12,"10,787,210","735,070,314",68.20,68.40,67.90,68.20,+0.35,556
 96/07/13,"7,695,218","530,281,795",68.95,69.15,68.75,68.80,+0.60,645
 96/07/16,"2,759,500","189,396,450",68.80,68.80,68.05,68.50,-0.30,544
 96/07/17,"12,648,250","863,465,100",68.50,68.90,67.70,68.60,+0.10,974
 96/07/18,"12,296,750","841,926,724",68.05,68.70,68.05,68.20,-0.40,525
 96/07/19,"12,213,500","831,919,549",68.15,68.35,67.75,68.15,-0.05,559
 96/07/20,"14,245,900","976,377,309",68.35,69.20,68.35,69.20,+1.05,568
 96/07/23,"11,835,543","814,148,112",68.75,69.00,68.65,68.85,-0.35,591
 96/07/24,"12,557,200","868,697,879",68.80,69.75,68.80,69.75,+0.90,597
 96/07/25,"13,321,008","924,321,458",69.45,69.75,69.15,69.75,0.00,552
 96/07/26,"16,677,000","1,155,685,600",69.85,69.85,68.40,68.40,-1.35,880
 96/07/27,"13,299,200","879,363,060",66.15,66.85,65.55,65.55,-2.85,"2,192"
 96/07/30,"27,170,196","1,752,719,389",64.45,64.75,64.20,64.70,-0.85,"1,778"
 96/07/31,"18,614,000","1,221,900,300",68.00,68.00,65.20,66.30,+1.60,"1,268"
