"10005る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/05/03,"26,662,296","1,648,530,949",62.20,62.30,61.50,62.15,+0.15,"1,727"
 100/05/04,"19,729,723","1,212,549,276",61.60,61.80,61.10,61.80,-0.35,"1,522"
 100/05/05,"22,314,131","1,383,075,601",61.40,62.35,61.30,62.25,+0.45,"2,059"
 100/05/06,"24,042,654","1,488,027,798",61.90,62.05,61.65,61.95,-0.30,"2,180"
 100/05/09,"15,561,987","970,800,826",62.10,62.60,61.90,62.30,+0.35,"1,490"
 100/05/10,"8,415,421","523,328,016",62.30,62.30,62.05,62.30,0.00,823
 100/05/11,"9,690,783","602,825,100",62.50,62.50,61.95,62.05,-0.25,"1,013"
 100/05/12,"17,883,859","1,106,475,609",61.70,62.40,61.55,62.25,+0.20,"1,815"
 100/05/13,"7,629,363","473,373,975",62.25,62.25,61.90,62.05,-0.20,"1,097"
 100/05/16,"16,444,896","1,012,125,325",61.95,61.95,61.25,61.30,-0.75,"1,945"
 100/05/17,"16,743,572","1,023,690,753",61.20,61.45,60.95,61.25,-0.05,"1,892"
 100/05/18,"5,864,502","359,578,917",61.20,61.60,61.15,61.60,+0.35,675
 100/05/19,"17,153,738","1,057,115,739",61.60,62.10,61.05,61.05,-0.55,"1,538"
 100/05/20,"15,265,328","934,690,230",61.25,61.50,60.90,61.10,+0.05,"1,903"
 100/05/23,"38,595,445","2,327,332,964",60.80,60.80,60.00,60.35,-0.75,"3,025"
 100/05/24,"26,103,703","1,573,207,657",60.30,60.45,60.05,60.45,+0.10,"1,546"
 100/05/25,"22,809,627","1,369,585,578",60.10,60.40,59.80,60.25,-0.20,"2,224"
 100/05/26,"7,274,217","439,654,243",60.35,60.85,60.20,60.85,+0.60,"1,141"
 100/05/27,"11,665,509","708,464,510",60.65,61.00,60.50,60.60,-0.25,"1,054"
 100/05/30,"10,601,687","640,953,593",60.40,60.75,60.00,60.50,-0.10,882
 100/05/31,"10,825,421","665,427,980",60.80,62.00,60.80,62.00,+1.50,"1,902"
