"9210る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 92/10/01,"4,135,000","183,356,910",44.51,44.51,44.06,44.16,-0.54,526
 92/10/02,"6,668,000","299,251,370",44.79,45.40,44.60,45.05,+0.89,668
 92/10/03,"4,895,000","221,499,440",45.20,45.41,45.07,45.31,+0.26,471
 92/10/06,"8,892,000","408,854,660",45.70,46.34,45.70,46.25,+0.94,881
 92/10/07,"7,937,000","367,585,510",46.40,46.40,46.18,46.28,+0.03,489
 92/10/08,"1,810,000","83,401,240",46.30,46.38,45.87,46.00,-0.28,312
 92/10/09,"5,914,000","272,524,950",46.00,46.20,45.90,46.14,+0.14,318
 92/10/13,"8,657,000","405,853,420",46.40,47.19,46.40,47.19,+1.05,608
 92/10/14,"6,643,000","314,441,550",47.35,47.52,47.01,47.01,-0.18,514
 92/10/15,"5,439,000","255,722,170",47.01,47.30,46.81,47.05,+0.04,363
 92/10/16,"10,708,000","508,567,060",47.05,47.75,46.98,47.70,+0.65,569
 92/10/17,"4,645,000","221,818,940",47.80,47.87,47.51,47.79,+0.09,379
 92/10/20,"3,041,000","145,807,800",47.58,48.10,47.58,48.00,+0.21,291
 92/10/21,"3,924,000","188,119,110",48.00,48.25,47.49,47.80,-0.20,471
 92/10/22,"2,416,000","115,146,310",47.69,47.86,47.43,47.80,0.00,277
 92/10/23,"6,883,000","324,846,430",47.30,47.38,47.03,47.10,-0.70,520
 92/10/24,"6,866,000","322,876,090",47.00,47.20,46.83,46.95,-0.15,543
 92/10/27,"1,728,000","81,221,080",46.95,47.15,46.93,47.00,+0.05,318
 92/10/28,"6,265,000","298,264,610",47.00,47.89,47.00,47.85,+0.85,510
 92/10/29,"13,510,000","654,902,080",48.50,48.60,48.00,48.00,+0.15,897
 92/10/30,"5,127,000","247,928,850",48.21,49.00,48.00,48.16,+0.16,438
 92/10/31,"23,668,000","1,140,095,920",48.15,48.27,47.81,48.00,-0.16,485
