"9812る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 98/12/01,"4,479,180","237,104,431",52.70,53.35,52.35,53.25,+0.55,"1,077"
 98/12/02,"9,878,191","529,005,990",53.65,53.75,53.35,53.40,+0.15,"1,181"
 98/12/03,"9,370,377","501,225,693",53.80,53.80,53.30,53.45,+0.05,"1,030"
 98/12/04,"3,627,800","193,413,463",53.30,53.55,53.10,53.10,-0.35,829
 98/12/07,"9,005,585","483,113,790",53.50,54.00,53.40,53.95,+0.85,"1,515"
 98/12/08,"4,723,522","253,926,488",54.10,54.10,53.60,53.70,-0.25,641
 98/12/09,"5,246,892","281,270,418",53.60,53.85,53.45,53.85,+0.15,690
 98/12/10,"11,538,754","614,678,330",53.85,53.95,52.70,53.00,-0.85,"1,814"
 98/12/11,"9,795,930","523,183,524",53.00,53.85,53.00,53.85,+0.85,"1,120"
 98/12/14,"7,098,851","381,105,083",53.20,54.00,53.20,53.90,+0.05,"1,012"
 98/12/15,"4,718,403","253,851,446",53.90,54.00,53.65,53.75,-0.15,591
 98/12/16,"9,159,706","487,650,490",53.50,53.60,53.00,53.20,-0.55,"1,142"
 98/12/17,"10,499,531","561,821,056",53.35,53.80,53.15,53.40,+0.20,"1,185"
 98/12/18,"8,209,400","436,150,888",53.00,53.30,53.00,53.25,-0.15,955
 98/12/21,"11,067,346","595,134,758",53.65,54.00,53.60,53.70,+0.45,"1,007"
 98/12/22,"10,901,253","589,693,338",54.00,54.25,53.85,54.15,+0.45,"1,561"
 98/12/23,"22,220,543","1,210,521,937",54.20,54.65,54.20,54.55,+0.40,"2,060"
 98/12/24,"18,336,609","1,009,186,545",54.55,55.20,54.55,55.10,+0.55,"2,900"
 98/12/25,"11,473,082","633,060,105",55.20,55.25,55.05,55.20,+0.10,"1,552"
 98/12/28,"10,020,915","556,439,778",55.50,55.70,55.30,55.60,+0.40,"1,430"
 98/12/29,"7,972,971","442,431,925",55.60,55.60,55.35,55.50,-0.10,928
 98/12/30,"15,701,984","872,117,848",55.50,55.75,55.35,55.70,+0.20,"1,151"
 98/12/31,"5,817,282","326,366,699",55.70,56.45,55.70,56.45,+0.75,"1,507"
