"9503る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/03/01,"5,317,000","279,213,950",52.35,52.90,52.10,52.85,+0.45,385
 95/03/02,"7,088,120","376,003,237",52.90,53.30,52.85,52.85,0.00,427
 95/03/03,"2,136,014","112,132,928",52.80,53.05,52.05,52.05,-0.80,288
 95/03/06,"2,865,000","150,258,950",54.50,54.50,52.05,52.45,+0.40,243
 95/03/07,"3,889,000","201,983,600",52.20,52.20,51.70,51.80,-0.65,257
 95/03/08,"1,712,000","88,101,250",52.00,52.00,51.10,51.40,-0.40,319
 95/03/09,"3,378,000","174,319,750",51.65,51.75,51.30,51.65,+0.25,156
 95/03/10,"1,181,000","61,121,150",51.85,51.95,51.45,51.60,-0.05,152
 95/03/13,"1,077,000","55,922,500",52.00,52.15,51.80,51.80,+0.20,179
 95/03/14,"3,315,000","170,257,600",51.90,51.90,51.15,51.30,-0.50,298
 95/03/15,"2,525,000","130,974,100",51.50,52.15,51.50,52.15,+0.85,202
 95/03/16,"2,040,000","106,765,500",52.10,52.65,51.85,51.90,-0.25,349
 95/03/17,"1,886,000","97,708,200",51.90,52.00,51.50,52.00,+0.10,221
 95/03/20,"2,145,000","111,595,550",52.30,52.30,51.80,51.95,-0.05,186
 95/03/21,"1,046,000","54,052,150",52.00,52.00,51.55,51.55,-0.40,191
 95/03/22,"3,618,000","184,244,650",51.25,51.25,50.65,50.75,-0.80,438
 95/03/23,"2,840,000","143,858,200",50.70,50.95,50.40,50.50,-0.25,286
 95/03/24,"957,000","48,477,500",50.40,50.90,50.40,50.90,+0.40,127
 95/03/27,"1,243,000","63,387,100",50.90,51.10,50.85,51.05,+0.15,148
 95/03/28,"4,158,000","213,174,600",51.20,51.55,51.05,51.50,+0.45,214
 95/03/29,"1,585,000","81,774,550",51.20,51.75,51.20,51.70,+0.20,188
 95/03/30,"2,387,000","124,464,450",51.80,52.30,51.80,52.30,+0.60,349
 95/03/31,"2,612,000","137,546,250",52.30,53.00,52.30,52.80,+0.50,451
